Music,Artist,Text,Unnamed: 3
Estadodecadente,ZéNetoeCristiano,"['lá', 'vai', 'noite', 'que', 'to', 'virando', 'no', 'vazio', 'desse', 'apartamento', 'já', 'tô', 'quase', 'pirando', 'me', 'bate', 'desespero', 'empilhando', 'garrafa', 'passa', 'tempo', 'passa', 'no', 'estado', 'decadente', 'tô', 'tristeza', 'decora', 'casa', 'eu', 'sei', 'ninguém', 'morre', 'amor', 'mas', 'cachaça', 'saudade', 'mata']",
MudandodeAssunto,HenriqueeJuliano,"['quer', 'saber', 'pesadelo', 'sem', 'nenhuma', 'dúvida', 'medo', 'seria', 'acordar', 'estar', 'chega', 'dar', 'tremedeira', 'nó', 'barriga', 'quem', 'ama', 'demais', 'suporta', 'briga', 'ciúmes', 'demais', 'faz', 'gente', 'sofrer', 'mudando', 'assunto', 'cê', 'tá', 'tão', 'bonita', 'que', 'cheiro', 'gostoso', 'vem', 'contar', 'acredita', 'se', 'tava', 'brigando', 'lembro', 'pra', 'brigar', 'amor', 'é', 'espécie', 'vício', 'mil', 'maneiras', 'querer', 'pra', 'brigar', 'chorar', 'embora', 'eu', 'bem', 'sei', 'nessa', 'hora', 'vai', 'dar', 'vontade', 'mudando', 'assunto', 'cê', 'tá', 'tão', 'bonita', 'que', 'cheiro', 'gostoso', 'vem', 'contar', 'acredita', 'se', 'tava', 'brigando', 'lembro', 'pra', 'brigar', 'amor', 'é', 'espécie', 'vício', 'mil', 'maneiras', 'querer', 'pra', 'brigar', 'chorar', 'embora', 'eu', 'bem', 'sei', 'nessa', 'hora', 'vai', 'dar', 'vontade', 'mudando', 'assunto', 'cê', 'ta', 'tão', 'bonita']",
Transplante,MaríliaMendonçapart.BrunoeMarrone,"['outra', 'vez', 'boca', 'fala', 'coração', 'desmente', 'aí', 'sente', 'só', 'conta', 'mim', 'na', 'primeira', 'farra', 'quem', 'deixou', 'beber', 'dirigiu', 'até', 'casa', 'só', 'conta', 'vai', 'dividir', 'contigo', 'o', 'último', 'pedaço', 'outro', 'lado', 'fone', 'ouvido', 'ô', 'ô', 'esse', 'coração', 'aí', 'fazendo', 'bobo', 'ele', 'gosta', 'mim', 'esse', 'coração', 'aí', 'sendo', 'ignorante', 'pra', 'esquecer', 'vai', 'precisar', 'transplante', 'esse', 'coração', 'aí', 'fazendo', 'bobo', 'ele', 'gosta', 'mim', 'esse', 'coração', 'aí', 'sendo', 'ignorante', 'pra', 'esquecer', 'vai', 'precisar', 'transplante', 'ai', 'ai', 'ai', 'ai', 'só', 'conta', 'vai', 'dividir', 'contigo', 'o', 'último', 'pedaço', 'outro', 'lado', 'fone', 'ouvido', 'ô', 'ô', 'esse', 'coração', 'aí', 'fazendo', 'bobo', 'ele', 'gosta', 'mim', 'esse', 'coração', 'aí', 'sendo', 'ignorante', 'pra', 'esquecer', 'vai', 'precisar', 'transplante', 'esse', 'coração', 'aí', 'fazendo', 'bobo', 'ele', 'gosta', 'mim', 'esse', 'coração', 'aí', 'sendo', 'ignorante', 'pra', 'esquecer', 'vai', 'precisar', 'transplante', 'ai', 'ai', 'ai', 'ai', 'pra', 'esquecer', 'vai', 'precisar', 'transplante']",
Otemponãoapaga,VictoreLeo,"['olhando', 'céu', 'lembrei', 'tudo', 'vivemos', 'passou', 'pra', 'dizer', 'pensei', 'outra', 'chance', 'fazer', 'sol', 'brilhar', 'mim', 'tempo', 'apaga', 'desfaz', 'beijo', 'desejo', 'sempre', 'posso', 'esquecer', 'olhar', 'sei', 'amor', 'ainda', 'morreu', 'olhando', 'céu', 'lembrei', 'tudo', 'vivemos', 'passou', 'pra', 'dizer', 'pensei', 'outra', 'chance', 'fazer', 'sol', 'brilhar', 'mim', 'tempo', 'apaga', 'desfaz', 'beijo', 'desejo', 'sempre', 'posso', 'esquecer', 'olhar', 'sei', 'amor', 'ainda', 'morreu']",
Camaroamarelo,MunhozeMariano,"['agora', 'fiquei', 'doce', 'doce', 'doce', 'doce', 'agora', 'fiquei', 'do-do-do-do-doce', 'doce', '[', ']', 'agora', 'fiquei', 'doce', 'igual', 'caramelo', 'tô', 'tirando', 'onda', 'camaro', 'amarelo', 'agora', 'diz', 'vem', 'cá', 'quero', 'quando', 'passo', 'camaro', 'amarelo', 'quando', 'passava', 'cg', 'você', 'olhava', 'fazia', 'tudo', 'pra', 'ver', 'pra', 'perceber', 'mas', 'olhava', 'aí', 'veio', 'herança', 'resolveu', 'problemas', 'situação', 'dia', 'pra', 'noite', 'fiquei', 'rico', 'tô', 'grife', 'tô', 'bonito', 'tô', 'andando', 'igual', 'patrão', 'agora', 'fiquei', 'doce', 'igual', 'caramelo', 'tô', 'tirando', 'onda', 'camaro', 'amarelo', 'agora', 'diz', 'vem', 'cá', 'quero', 'quando', 'passo', 'camaro', 'amarelo', 'agora', 'vem', 'né', 'agora', 'quer', 'né', 'só', 'agora', 'vou', 'escolher', 'ta', 'sobrando', 'mulher', 'agora', 'vem', 'né', 'agora', 'quer', 'né', 'só', 'agora', 'vou', 'escolher', 'ta', 'sobrando', 'mulher', 'quando', 'passava', 'cg', 'você', 'olhava', 'fazia', 'tudo', 'pra', 'ver', 'pra', 'perceber', 'mas', 'olhava', 'aí', 'veio', 'herança', 'resolveu', 'problemas', 'situação', 'dia', 'pra', 'noite', 'fiquei', 'rico', 'tô', 'grife', 'tô', 'bonito', 'tô', 'andando', 'igual', 'patrão', 'agora', 'fiquei', 'doce', 'igual', 'caramelo', 'tô', 'tirando', 'onda', 'camaro', 'amarelo', 'agora', 'diz', 'vem', 'cá', 'quero', 'quando', 'passo', 'camaro', 'amarelo', '[', ']', 'agora', 'vem', 'né', 'agora', 'quer', 'né', 'só', 'agora', 'vou', 'escolher', 'ta', 'sobrando', 'mulher', 'agora', 'vem', 'né', 'agora', 'quer', 'né', 'só', 'agora', 'vou', 'escolher', 'ta', 'sobrando', 'mulher', 'agora', 'fiquei', 'doce', 'igual', 'caramelo', 'tô', 'tirando', 'onda', 'camaro', 'amarelo', 'agora', 'diz', 'vem', 'cá', 'quero', 'quando', 'passo', 'camaro', 'amarelo', 'agora', 'fiquei', 'doce', 'doce', 'doce', 'doce', 'agora', 'fiquei', 'do-do-do-do-doce', 'doce']",
ShowdasPoderosas,Anitta,"['prepara', 'agora', 'hora', 'do', 'show', 'poderosas', 'que', 'descem', 'rebolam', 'afrontam', 'fogosas', 'só', 'incomodam', 'expulsam', 'invejosas', 'que', 'ficam', 'cara', 'toca', 'prepara', 'se', 'tá', 'vontade', 'sai', 'onde', 'entrei', 'quando', 'começo', 'dançar', 'enlouqueço', 'sei', 'meu', 'exército', 'pesado', 'gente', 'poder', 'ameaça', 'coisas', 'tipo', 'vai', 'solta', 'som', 'pra', 'ver', 'dançando', 'até', 'vai', 'ficar', 'babando', 'para', 'baile', 'pra', 'ver', 'dançando', 'chama', 'atenção', 'toa', 'perde', 'linha', 'fica', 'louca', 'solta', 'som', 'pra', 'ver', 'dançando', 'até', 'vai', 'ficar', 'babando', 'para', 'baile', 'pra', 'ver', 'dançando', 'chama', 'atenção', 'toa', 'perde', 'linha', 'fica', 'louca', 'prepara', 'agora', 'hora', 'do', 'show', 'poderosas', 'que', 'descem', 'rebolam', 'afrontam', 'fogosas', 'só', 'incomodam', 'expulsam', 'invejosas', 'que', 'ficam', 'cara', 'toca', 'prepara', 'se', 'tá', 'vontade', 'sai', 'onde', 'entrei', 'quando', 'começo', 'dançar', 'eu', 'enlouqueço', 'sei', 'meu', 'exército', 'pesado', 'gente', 'poder', 'ameaça', 'coisas', 'tipo', 'vai', 'solta', 'som', 'pra', 'ver', 'dançando', 'até', 'vai', 'ficar', 'babando', 'para', 'baile', 'pra', 'ver', 'dançando', 'chama', 'atenção', 'toa', 'perde', 'linha', 'fica', 'louca', 'solta', 'som', 'pra', 'ver', 'dançando', 'até', 'vai', 'ficar', 'babando', 'para', 'baile', 'pra', 'ver', 'dançando', 'chama', 'atenção', 'toa', 'perde', 'linha', 'fica', 'louca', 'fica', 'louca', 'fica', 'louca', 'prepara']",
SorteQueCêBeijaBem,MaiaraeMaraisa,"['eu', 'jurei', 'bater', 'porta', 'olha', 'batendo', 'quebrando', 'outra', 'promessa', 'eu', 'tentei', 'tocar', 'nome', 'mas', 'cada', 'três', 'palavras', 'uma', 'interessa', 'você', 'problema', 'quero', 'ter', 'mesmo', 'sabendo', 'consigo', 'resolver', 'eu', 'prometo', 'vou', 'amar', 'porque', 'promessa', 'vou', 'fazer', 'questão', 'quebrar', 'sabe', 'tem', 'sorte', 'beija', 'bem', 'você', 'corda', 'bamba', 'aprendi', 'andar', 'sabe', 'tem', 'sorte', 'beija', 'bem', 'só', 'deixar', 'ir', 'porque', 'sabe', 'vou', 'voltar', 'você', 'problema', 'quero', 'ter', 'mesmo', 'sabendo', 'consigo', 'resolver', 'eu', 'prometo', 'vou', 'amar', 'porque', 'promessa', 'vou', 'fazer', 'questão', 'quebrar', 'sabe', 'tem', 'sorte', 'beija', 'bem', 'você', 'corda', 'bamba', 'aprendi', 'andar', 'sabe', 'tem', 'sorte', 'beija', 'bem', 'só', 'deixar', 'ir', 'porque', 'sabe', 'vou', 'voltar', 'sabe', 'tem', 'sorte', 'beija', 'bem', 'você', 'corda', 'bamba', 'aprendi', 'andar', 'sabe', 'tem', 'sorte', 'beija', 'bem', 'só', 'deixar', 'ir', 'porque', 'sabe', 'vou', 'voltar']",
10minutoslongedevocê,Victor&Leopart.Henrique&Juliano,"['dizem', 'olhos', 'espelho', 'que', 'brilho', 'sempre', 'reflete', 'coração', 'tá', 'cheio', 'dizem', 'boca', 'descreve', 'momentos', 'com', 'palavras', 'amor', 'revelando', 'trago', 'peito', 'na', 'história', 'tão', 'diferente', 'brilho', 'olhos', 'vejo', 'quanto', 'sente', 'quando', 'ausente', 'ouve', 'agora', 'vai', 'entender', 'me', 'falta', 'metade', 'tudo', 'nada', 'eu', 'tô', 'chegando', 'pra', 'ver', 'tome', 'banho', 'flores', 'passe', 'perfume', 'coloque', 'roupa', 'traz', 'ciúme', 'que', 'chegando', 'pra', 'amar', 'me', 'espera', 'sorriso', 'lábios', 'vermelhos', 'prepare', 'cama', 'põe', 'vinho', 'gelo', 'que', 'quero', 'brindar', 'pra', 'esquecer', 'esses', 'dez', 'minutos', 'longe']",
Ausência,MaríliaMendonça,"['sei', 'bem', 'faz', 'bem', 'sei', 'mas', 'fundo', 'tentei', 'faltou', 'coragem', 'é', 'hora', 'ia', 'tocar', 'vai', 'voltar', 'não', 'receber', 'mensagem', 'mensagem', 'sei', 'pra', 'sempre', 'virou', 'pó', 'cabeça', 'deu', 'nó', 'tô', 'bem', 'consciente', 'mas', 'amei', 'amei', 'sozinho', 'dois', 'me', 'conformei', 'agora', 'vou', 'ter', 'seguir', 'frente', 'preocupa', 'que', 'vou', 'bater', 'portão', 'preocupa', 'que', 'vai', 'ver', 'nome', 'nenhuma', 'ligação', 'preocupa', 'que', 'vou', 'tomar', 'vergonha', 'cara', 'preocupa', 'pra', 'bom', 'entendedor', 'meia', 'ausência', 'basta']",
Mentestãobem,ZezéDiCamargo&Luciano,"['me', 'promete', 'amor', 'sincero', 'vida', 'inteira', 'que', 'inverno', 'vira', 'primavera', 'vive', 'jurando', 'estar', 'apaixonada', 'prometeu', 'mundo', 'nunca', 'deu', 'nada', 'você', 'cumpre', 'nada', 'que', 'seguir', 'caminho', 'chegarei', 'céu', 'eu', 'vou', 'provando', 'gosto', 'amargo', 'doce', 'mel', 'na', 'mentira', 'palavras', 'entro', 'jogo', 'procurando', 'água', 'encontro', 'fogo', 'me', 'queimo', 'nesse', 'fogo', 'quando', 'fala', 'tão', 'apaixonada', 'meu', 'amor', 'sempre', 'estarei', 'contigo', 'olho', 'olhos', 'emociono', 'choro', 'sei', 'mentira', 'sinto', 'vivo', 'mesmo', 'sendo', 'falso', 'ar', 'sinto', 'respiro', 'mentes', 'tão', 'bem', 'que', 'parece', 'verdade', 'fala', 'vou', 'acreditando', 'mentes', 'tão', 'bem', 'que', 'chego', 'imaginar', 'quer', 'enganar', 'que', 'ama', 'verdade', 'mentes', 'tão', 'bem', 'quando', 'fala', 'tão', 'apaixonada', 'meu', 'amor', 'sempre', 'estarei', 'contigo', 'olho', 'olhos', 'emociono', 'choro', 'sei', 'mentira', 'sinto', 'vivo', 'mesmo', 'sendo', 'falso', 'ar', 'sinto', 'respiro', 'mentes', 'tão', 'bem', 'que', 'parece', 'verdade', 'fala', 'vou', 'acreditando', 'mentes', 'tão', 'bem', 'que', 'chego', 'imaginar', 'quer', 'enganar', 'que', 'ama', 'verdade', 'mentes', 'tão', 'bem', 'não', 'ama', 'verdade', 'você', 'mente', 'tão', 'bem']",
SurtoDeAmor,BrunoeMarrone,"['ela', 'tava', 'tão', 'linda', 'mesmo', 'abraçando', 'o', 'amor', 'vida', 'sendo', 'exibida', 'troféu', 'pra', 'vez', 'outra', 'olhava', 'como', 'diz', 'vem', 'cá', 'frente', 'povo', 'surto', 'amor', 'peguei', 'braços', 'festa', 'parou', 'gente', 'beijando', 'mundo', 'caindo', 'um', 'inconformado', '“', 'dois', 'doido', 'varrido', '”', 'convidados', 'queixo', 'caído', 'me', 'vendo', 'levar', 'embora', 'comigo']",
Mozão,LucasLucco,"['uou', 'oo', 'oh', 'mozão', 'cheguei', 'conclusão', 'já', 'faz', 'tempo', 'gente', 'fica', 'quase', 'namoro', 'sei', 'lá', 'gente', 'enrola', 'eu', 'sinto', 'falta', 'aqui', 'sei', 'lá', 'dá', 'vontade', 'amarrar', 'colar', 'prender', 'mim', 'vontade', 'casar', 'ter', 'filhos', 'pra', 'gente', 'cuidar', 'pra', 'sempre', 'namorar', 'eu', 'sei', 'to', 'viajando', 'tô', 'novo', 'custa', 'sonhar', 'se', 'tempo', 'passar', 'nunca', 'vai', 'parar', 'num', 'piscar', 'olhos', 'tá', 'passando', 'mês', 'gente', 'fica', 'velho', 'gente', 'fez', 'não', 'deixe', 'plano', 'acabar', 'esteja', 'aqui', 'amanhã', 'acordar', 'momôzin', 'vamos', 'fazer', 'assim', 'cuido', 'cuida', 'mim', 'não', 'desisto', 'mim', 'vamos', 'fim', 'momôzin', 'vamos', 'fazer', 'assim', 'cuido', 'cuida', 'mim', 'não', 'desisto', 'mim', 'vamos', 'fim', 'dá', 'mão', 'pra', 'mim']",
AbreoPortãoQueEuCheguei,GusttavoLima,"['abre', 'portão', 'cheguei', 'tá', 'achando', 'cara', 'bobo', 'por', 'tá', 'ligando', 'novo', 'dessa', 'vez', 'tô', 'atendendo', 'pra', 'dizer', 'que', 'ontem', 'última', 'vez', 'você', 'deve', 'achar', 'esperta', 'toda', 'vez', 'mesma', 'conversa', 'me', 'ilude', 'leva', 'chão', 'vou', 'dormir', 'com', 'cama', 'eu', 'consigo', 'entender', 'sempre', 'diz', 'amor', 'mas', 'quer', 'prazer', 'olha', 'pra', 'trás', 'veja', 'tudo', 'fez', 'agora', 'quer', 'brincar', 'comigo', 'vai', 'ter', 'outra', 'vez', 'tô', 'cansando', 'sair', 'meio', 'noite', 'satisfazer', 'minuto', 'matar', 'minha', 'vontade', 'arrepender', 'sair', 'madrugada', 'meio', 'balada', 'largar', 'vida', 'pra', 'viver', 'só', 'pra', 'viver', 'você', 'sabe', 'louco', 'mãos', 'confesso', 'vezes', 'pego', 'esperando', 'ligação', 'tava', 'mim', 'esquece', 'falei', 'abre', 'portão', 'cheguei']",
MichelTeló,Fugidinha,"['vem', 'comigo', 'ô', 'ô', 'ô', 'ô', 'ô', 'tô', 'bem', 'parada', 'ninguém', 'consegue', 'entender', 'chego', 'balada', 'todos', 'param', 'pra', 'ver', 'tudo', 'dando', 'certo', 'mas', 'tô', 'esperto', 'não', 'posso', 'botar', 'tudo', 'perder', 'sempre', 'pessoa', 'especial', 'que', 'fica', 'sabe', 'potencial', 'mexe', 'comigo', 'isso', 'perigo', 'logo', 'agora', 'fiquei', 'legal', 'tô', 'morrendo', 'vontade', 'agarrar', 'não', 'sei', 'quanto', 'tempo', 'vou', 'suportar', 'mas', 'pra', 'gente', 'encontrar', 'ninguém', 'pode', 'saber', 'já', 'pensei', 'sei', 'devo', 'fazer', 'o', 'jeito', 'dar', 'fugidinha', 'o', 'jeito', 'dar', 'fugida', 'se', 'quer', 'saber', 'vai', 'acontecer', 'primeiro', 'gente', 'foge', 'depois', 'gente', 'vê', 'o', 'jeito', 'dar', 'fugidinha', 'o', 'jeito', 'dar', 'fugida', 'se', 'quer', 'saber', 'vai', 'acontecer', 'primeiro', 'gente', 'foge', 'depois', 'gente', 'vê', 'ô', 'ô', 'ô', 'ô', 'ô', 'tô', 'bem', 'parada', 'ninguém', 'consegue', 'entender', 'chego', 'balada', 'todos', 'param', 'pra', 'ver', 'tudo', 'dando', 'certo', 'mas', 'tô', 'esperto', 'não', 'posso', 'botar', 'tudo', 'perder', 'sempre', 'pessoa', 'especial', 'que', 'fica', 'sabe', 'potencial', 'mexe', 'comigo', 'isso', 'perigo', 'logo', 'agora', 'fiquei', 'legal', 'tô', 'morrendo', 'vontade', 'agarrar', 'não', 'sei', 'quanto', 'tempo', 'vou', 'suportar', 'mas', 'pra', 'gente', 'encontrar', 'ninguém', 'pode', 'saber', 'já', 'pensei', 'sei', 'devo', 'fazer', 'o', 'jeito', 'dar', 'fugidinha', 'o', 'jeito', 'dar', 'fugida', 'se', 'quer', 'saber', 'vai', 'acontecer', 'primeiro', 'gente', 'foge', 'depois', 'gente', 'vê', 'o', 'jeito', 'dar', 'fugidinha', 'o', 'jeito', 'dar', 'fugida', 'se', 'quer', 'saber', 'vai', 'acontecer', 'primeiro', 'gente', 'foge', 'depois', 'cante', 'comigo', 'o', 'jeito', 'dar', 'fugidinha', 'o', 'jeito', 'dar', 'fugida', 'se', 'quer', 'saber', 'vai', 'acontecer', 'primeiro', 'gente', 'foge', 'depois', 'gente', 'vê', 'o', 'jeito', 'dar', 'fugidinha', 'o', 'jeito', 'dar', 'fugida', 'se', 'quer', 'saber', 'vai', 'acontecer', 'primeiro', 'gente', 'foge', 'depois', 'gente', 'vê', 'vai', 'ô', 'ô', 'ô', 'ô', 'ô']",
Maisamoremenosdrama,HenriqueeJuliano,"['mais', 'amor', 'menos', 'drama', 'né', 'né', 'melhor', 'eu', 'acho', 'faz', 'tão', 'pouco', 'tempo', 'provei', 'beijo', 'gostei', 'nego', 'tô', 'medo', 'vai', 'acontece', 'dá', 'última', 'vez', 'me', 'entrego', 'amo', 'cê', 'foge', 'sobrei', 'quando', 'tento', 'ir', 'devagar', 'daí', 'cê', 'vem', 'pra', 'cima', 'basta', 'mensagem', 'olha', 'virando', 'esquina', 'na', 'intimidade', 'você', 'entrando', 'meus', 'pais', 'aprovaram', 'gente', 'tá', 'ficando', 'mas', 'antes', 'entregar', 'coração', 'eu', 'preciso', 'saber', 'intenção', 'se', 'fogo', 'palha', 'qualquer', 'boca', 'apaga', 'se', 'aí', 'gente', 'mas', 'antes', 'entregar', 'coração', 'eu', 'preciso', 'saber', 'intenção', 'se', 'fogo', 'palha', 'qualquer', 'boca', 'apaga', 'se', 'aí', 'gente', 'para', 'cama', 'até', 'dizer', 'ama', 'mais', 'amor', 'menos', 'drama']",
VouTeAmarrarnaMinhaCama,BrunoEMarrone,"['gatinha', 'manhosa', 'do', 'beijo', 'gostoso', 'me', 'afasta', 'arranha', 'mas', 'desavenças', 'não', 'entram', 'quarto', 'quando', 'gente', 'assanha', 'esse', 'amor', 'escondido', 'minutos', 'contados', 'amor', 'proibido', 'sabor', 'pecado', 'ou', 'gente', 'assume', 'ou', 'acaba', 'morrendo', 'de', 'tanto', 'ciúme', 'esse', 'amor', 'escondido', 'minutos', 'contados', 'amor', 'proibido', 'sabor', 'pecado', 'ou', 'gente', 'assume', 'ou', 'acaba', 'morrendo', 'de', 'tanto', 'ciúme', 'vou', 'amarrar', 'cama', 'só', 'vai', 'fazer', 'amor', 'comigo', 'eu', 'quero', 'preciso', 'só', 'junto', 'vida', 'faz', 'sentido', 'vou', 'amarrar', 'cama', 'só', 'vai', 'fazer', 'amor', 'comigo', 'eu', 'quero', 'preciso', 'só', 'junto', 'vida', 'faz', 'sentido', 'vou', 'amarrar', 'cama', 'só', 'vai', 'fazer', 'amor', 'comigo', 'eu', 'quero', 'preciso', 'só', 'junto', 'vida', 'faz', 'sentido']",
JáNaoSeiMaisNada,Bruno&Marrone,"['eu', 'sei', 'dizer', 'amor', 'vai', 'voltar', 'ser', 'não', 'sei', 'amanhecer', 'nós', 'vamos', 'saber', 'fazer', 'se', 'vai', 'julgar', 'vez', 'não', 'pergunte', 'coisas', 'sei', 'coisas', 'sei', 'não', 'sabemos', 'onde', 'vai', 'parar', 'sei', 'vai', 'duvidar', 'mas', 'vou', 'jurar', 'prometer', 'algo', 'sei', 'vou', 'fazer', 'eu', 'sei', 'eterno', 'mas', 'posso', 'dar', 'todo', 'tempo', 'já', 'sei', 'nada', 'já', 'sei', 'nada', 'se', 'estaremos', 'juntos', 'até', 'fim', 'mundo', 'eu', 'sei', 'pra', 'se', 'pra', 'mim', 'o', 'amor', 'amamos', 'sonhando', 'já', 'sei', 'nada', 'já', 'sei', 'nada', 'se', 'vai', 'ser', 'assim', 'seu', 'café', 'derrama', 'sofá', 'distraída', 'sabe', 'faz', 'não', 'consegue', 'ver', 'acabou', 'não', 'quer', 'desistir', 'deste', 'amor', 'mas', 'tudo', 'vê', 'não', 'peça', 'dou', 'não', 'já', 'sei', 'nada', 'já', 'sei', 'nada', 'se', 'estaremos', 'juntos', 'até', 'fim', 'mundo', 'eu', 'sei', 'pra', 'se', 'pra', 'mim', 'o', 'amor', 'amamos', 'sonhando', 'já', 'sei', 'nada', 'já', 'sei', 'nada', 'se', 'vai', 'ser', 'assim', 'essa', 'vida', 'livro', 'cada', 'página', 'dia', 'vivido', 'que', 'podemos', 'escrever', 'apagar', 'essa', 'noite', 'preciso', 'eu', 'preciso', 'tanto', 'beijar']",
AmordeChocolate,NaldoBenny,"['vodka', 'água', 'coco', 'pra', 'mim', 'tanto', 'faz', 'gosto', 'fica', 'louca', 'cada', 'vez', 'quero', 'cada', 'vez', 'quero', 'whisky', 'água', 'coco', 'pra', 'mim', 'tanto', 'faz', 'eu', 'tô', 'cheio', 'tesão', 'cada', 'vez', 'quero', 'cada', 'vez', 'quero', 'pra', 'ficar', 'maneiro', 'joga', 'clima', 'lá', 'alto', 'alto', 'cima', 'alto', 'cima', 'alto', 'cima', 'alto', 'cima', 'cima', 'cima', 'cima', 'cima', 'eu', 'tô', 'brincadeira', 'eu', 'meto', 'tudo', 'pego', 'firme', 'pra', 'valer', 'chego', 'cheio', 'maldade', 'quero', 'ouvir', 'gemer', 'eu', 'ligo', 'chega', 'noite', 'vou', 'tudo', 'vai', 'vai', 'tem', 'sabor', 'chocolate', 'sexo', 'gente', 'faz', 'corpo', 'quente', 'tô', 'suado', 'vem', 'melar', 'vem', 'lamber', 'só', 'cheiro', 'toque', 'faz', 'enlouquecer', 'já', 'faz', 'enlouquecer']",
AmanteNãoTemLar,MaríliaMendonça,"['só', 'vim', 'desculpar', 'eu', 'vou', 'demorar', 'não', 'vou', 'tentar', 'ser', 'amiga', 'pois', 'sei', 'dá', 'você', 'vai', 'odiar', 'mas', 'vim', 'contar', 'que', 'faz', 'tempo', 'eu', 'meti', 'meio', 'lar', 'sua', 'família', 'tão', 'bonita', 'eu', 'nunca', 'vida', 'continuar', 'assim', 'eu', 'sei', 'vou', 'ter', 'ele', 'ama', 'verdade', 'culpa', 'minha', 'responsabilidade', 'vou', 'resolver', 'não', 'quero', 'atrapalhar', 'preço', 'pago', 'é', 'nunca', 'ser', 'amada', 'verdade', 'ninguém', 'respeita', 'nessa', 'cidade', 'amante', 'lar', 'amante', 'nunca', 'vai', 'casar', 'preço', 'pago', 'é', 'nunca', 'ser', 'amada', 'verdade', 'ninguém', 'respeita', 'nessa', 'cidade', 'amante', 'vai', 'ser', 'fiel', 'amante', 'usa', 'aliança', 'véu']",
Vaimeperdoando,Victor&Leopart.VictorFreitas&Felipe,"['vai', 'perdoando', 'esse', 'jeito', 'estranho', 'eu', 'sei', 'fez', 'sofrer', 'tudo', 'mentira', 'quis', 'pagar', 'pra', 'ver', 'sei', 'hora', 'hora', 'dizer', 'adeus', 'vai', 'perdoando', 'esquece', 'planos', 'tudo', 'prometi', 'sei', 'difícil', 'encarar', 'fim', 'mas', 'vai', 'perdoando', 'enfim', 'vai', 'perdoando', 'alguém', 'sempre', 'quis', 'bem', 'vai', 'lembrando', 'ser', 'humano', 'erra', 'nunca', 'chore', 'amor', 'perdoa', 'favor', 'entenda', 'vai', 'perdoando', 'destino', 'trará', 'alguém', 'anos', 'vai', 'esquecer', 'bem', 'nunca', 'chore', 'amor', 'perdoa', 'favor', 'entenda']",
Sapequinha,EduardoCosta,"['pensa', 'trem', 'bom', 'trem', 'gostoso', 'hoje', 'choro', 'migué', 'se', 'sapequinha', 'cair', 'lagoa', 'hoje', 'jacaré', 'pensa', 'trem', 'doido', 'gostoso', 'hoje', 'choro', 'migué', 'se', 'sapequinha', 'cair', 'lagoa', 'hoje', 'jacaré', 'eu', 'dou', 'mole', 'dou', 'mole', 'ela', 'vai', 'ver', 'caipira', 'pressão', 'eu', 'dou', 'mole', 'jogo', 'braços', 'grudo', 'peito', 'tá', 'feito', 'regaço', 'ô', 'ô', 'ô', 'ô', 'ô', 'ô', 'vamos', 'brincar', 'besteirinha', 'brincar', 'fazer', 'amor', 'pensa', 'trem', 'bom', 'trem', 'gostoso', 'hoje', 'choro', 'migué', 'se', 'sapequinha', 'cair', 'lagoa', 'hoje', 'jacaré', 'eu', 'dou', 'mole', 'dou', 'mole', 'ela', 'vai', 'ver', 'eduardo', 'pressão', 'eu', 'dou', 'mole', 'jogo', 'braços', 'grudo', 'peito', 'ta', 'feito', 'regaço', 'ô', 'ô', 'ô', 'ô', 'ô', 'ô', 'vamos', 'brincar', 'besteirinha', 'brincar', 'fazer', 'amor', 'mãos', 'pra', 'cima', 'mexendo', 'cintura', 'dança', 'comigo', 'dança', 'comigo']",
OlhaElaAí,EduardoCosta,"['vi', 'coração', 'pedra', 'virar', 'algodão', 'orgulho', 'jogar', 'chão', 'no', 'momento', 'disse', 'adeus', 'você', 'jogou', 'mar', 'cheio', 'fantasias', 'você', 'mudando', 'noite', 'pro', 'dia', 'acordou', 'viu', 'olha', 'deu', 'olha', 'deu', 'olha', 'aí', 'deu', 'volta', 'mundo', 'parou', 'porta', 'aqui', 'já', 'tô', 'escutando', 'hora', 'olha', 'aí', 'me', 'olhando', 'perguntou', 'ainda', 'gosto', 'querendo', 'rasgar', 'papel', 'divórcio', 'chorando', 'implorando', 'amor', 'volta', 'você', 'jogou', 'mar', 'cheio', 'fantasias', 'você', 'mudando', 'noite', 'pro', 'dia', 'acordou', 'viu', 'olha', 'deu', 'olha', 'deu', 'olha', 'aí', 'deu', 'volta', 'mundo', 'parou', 'porta', 'aqui', 'já', 'tô', 'escutando', 'hora', 'olha', 'aí', 'me', 'olhando', 'perguntou', 'ainda', 'gosto', 'querendo', 'rasgar', 'papel', 'divórcio', 'chorando', 'implorando', 'amor', 'volta', 'olha', 'aí', 'deu', 'volta', 'mundo', 'parou', 'porta', 'aqui', 'já', 'tô', 'escutando', 'hora', 'olha', 'aí', 'me', 'olhando', 'perguntou', 'ainda', 'gosto', 'querendo', 'rasgar', 'papel', 'divórcio', 'chorando', 'implorando', 'amor', 'volta', 'o', 'amor', 'volta']",
