Music;Artist;Text;
SurtoDeAmor;BrunoeMarrone;Ela tava tão linda Mesmo abraçando ele O amor da minha vida Sendo exibida de troféu pra ele  Vez ou outra me olhava Como quem diz, vem cá E na frente do povo, num surto de amor Peguei ela nos braços e a festa parou A gente se beijando E o mundo caindo Um inconformado e “dois doido varrido” E os convidados de queixo caído Me vendo levar ela embora comigo;
Mozão;LucasLucco;Uou ou oo  Oh mozão, cheguei a conclusão Já faz tempo que a gente fica Quase um namoro, sei lá, a gente enrola Eu sinto falta de você quando não está aqui  Sei lá, dá vontade de te amarrar Colar em você e te prender a mim Vontade de casar, ter filhos pra gente cuidar Pra sempre namorar  Eu sei to viajando Tô novo, mas o que custa sonhar? Se o tempo não para de passar E nunca vai parar  Num piscar de olhos, tá passando mais de um mês A gente fica velho e o que a gente fez? Não deixe o nosso plano acabar Esteja aqui amanhã quando eu acordar  Momôzin vamos fazer assim eu cuido de você, você cuida de mim Não desisto de você e nem você de mim Vamos até o fim  Momôzin vamos fazer assim eu cuido de você, você cuida de mim Não desisto de você e nem você de mim Vamos até o fim, dá a mão pra mim;
AbreoPortãoQueEuCheguei;GusttavoLima;Abre o portão que eu cheguei  Tá me achando com cara de bobo? Por que tá me ligando de novo? Dessa vez eu só tô te atendendo pra dizer Que ontem foi a nossa última vez  Você deve se achar muito esperta Toda vez com a mesma conversa Me ilude, me leva no chão E quando vou dormir já estou Com você na sua cama  Eu não consigo entender você Sempre me diz que é amor Mas só me quer por prazer Olha pra trás, veja tudo o que fez Agora quer brincar comigo e não vai ter outra vez  Tô cansando de sair no meio da noite E te satisfazer E um minuto depois de matar Minha vontade eu me arrepender Sair de madrugada, do meio da balada Largar minha vida pra viver você Só pra viver você  Você sabe que eu sou louco por você E que me tem nas mãos E confesso que às vezes me pego Esperando a sua ligação Tava fora de mim esquece o que eu falei Abre o portão que eu cheguei;
MichelTeló;Fugidinha;Vem comigo, ô ô ô ô ô Tô bem na parada Ninguém consegue entender Chego na balada Todos param pra me ver Tudo dando certo Mas eu tô esperto Não posso botar tudo a perder Sempre tem aquela Pessoa especial Que fica na dela Sabe seu potencial E mexe comigo Isso é um perigo Logo agora que eu fiquei legal Tô morrendo de vontade de te agarrar Não sei quanto tempo mais vou suportar Mas pra gente se encontrar Ninguém pode saber Já pensei e sei o que devo fazer O jeito é dar uma fugidinha com você O jeito é dar uma fugida com você Se você quer Saber o que vai acontecer Primeiro a gente foge Depois a gente vê O jeito é dar uma fugidinha com você O jeito é dar uma fugida com você Se você quer Saber o que vai acontecer Primeiro a gente foge Depois a gente vê Ô ô ô ô ô Tô bem na parada Ninguém consegue entender Chego na balada Todos param pra me ver Tudo dando certo Mas eu tô esperto Não posso botar tudo a perder Sempre tem aquela Pessoa especial Que fica na dela Sabe seu potencial E mexe comigo Isso é um perigo Logo agora que eu fiquei legal Tô morrendo de vontade de te agarrar Não sei quanto tempo mais vou suportar Mas pra gente se encontrar Ninguém pode saber Já pensei e sei o que devo fazer O jeito é dar uma fugidinha com você O jeito é dar uma fugida com você Se você quer Saber o que vai acontecer Primeiro a gente foge Depois a gente vê O jeito é dar uma fugidinha com você O jeito é dar uma fugida com você Se você quer Saber o que vai acontecer Primeiro a gente foge Depois, cante comigo! O jeito é dar uma fugidinha com você O jeito é dar uma fugida com você Se você quer Saber o que vai acontecer Primeiro a gente foge Depois a gente vê O jeito é dar uma fugidinha com você O jeito é dar uma fugida com você Se você quer Saber o que vai acontecer Primeiro a gente foge Depois a gente vê, vai! Ô ô ô ô ô;
Maisamoremenosdrama;HenriqueeJuliano;Mais amor e menos drama Né? Né melhor? Eu acho! Faz tão pouco tempo que provei teu beijo Gostei, mas eu não nego que eu tô com medo Vai que acontece como dá última vez Me entrego, te amo, cê foge, sobrei  Quando eu tento ir devagar Daí cê vem pra cima Basta uma mensagem E olha você virando a esquina  Na minha intimidade Você foi entrando Meus pais já te aprovaram E a gente tá só ficando  Mas antes de te entregar meu coração Eu preciso saber da sua intenção Se é só fogo de palha, qualquer boca apaga Se for por aí a gente para  Mas antes de te entregar meu coração Eu preciso saber da sua intenção Se é só fogo de palha, qualquer boca apaga Se for por aí a gente para  Para na minha cama Até dizer que me ama Mais amor e menos drama;
VouTeAmarrarnaMinhaCama;BrunoEMarrone;Gatinha manhosa Do beijo gostoso Me afasta, e me arranha  Mas as nossas desavenças Não entram no quarto Quando a gente se assanha  Esse amor escondido Minutos contados Amor proibido Sabor de pecado Ou a gente se assume Ou acaba morrendo De tanto ciúme  Esse amor escondido Minutos contados Amor proibido Sabor de pecado Ou a gente se assume Ou acaba morrendo De tanto ciúme  Vou te amarrar na minha cama Só vai fazer amor comigo Eu te quero e preciso Só junto de você A minha vida faz sentido  Vou te amarrar na minha cama Só vai fazer amor comigo Eu te quero e preciso Só junto de você A minha vida faz sentido  Vou te amarrar na minha cama Só vai fazer amor comigo Eu te quero e preciso Só junto de você A minha vida faz sentido;
JáNaoSeiMaisNada;Bruno&Marrone;Eu não sei dizer se este amor Vai voltar a ser o que já foi Não sei se depois que amanhecer Nós vamos saber o que fazer Se vai me julgar mais uma vez Não pergunte coisas que eu não sei Coisas que eu não sei  Não sabemos onde vai parar Sei que até você vai duvidar Mas não vou jurar nem prometer Algo que não sei se vou fazer Eu não sei se é eterno Mas posso te dar todo meu tempo  Já não sei mais nada Já não sei mais nada Se estaremos juntos Até o fim do mundo Eu não sei se sou pra você Se você é pra mim  O amor que amamos sonhando Já não sei mais nada Já não sei mais nada Se vai ser assim  Seu café derrama no sofá Distraída não sabe o que faz Não consegue ver que acabou Não quer desistir mais deste amor Mas tudo que vê é o que sou Não me peça mais do que eu te dou Não  Já não sei mais nada Já não sei mais nada Se estaremos juntos Até o fim do mundo Eu não sei se sou pra você Se você é pra mim O amor que amamos sonhando Já não sei mais nada Já não sei mais nada Se vai ser assim  Essa vida é como um livro Cada página é um dia vivido Que não podemos escrever e apagar Essa noite eu preciso Eu preciso tanto te beijar;
AmordeChocolate;NaldoBenny;Vodka ou água de coco Pra mim tanto faz Gosto quando fica louca e cada vez eu quero mais Cada vez eu quero mais Whisky ou água de coco Pra mim tanto faz Eu já tô cheio de tesão e cada vez eu quero mais Cada vez eu quero mais  1, 2, 3, 4 Pra ficar maneiro joga o clima lá no alto  Alto, em cima, alto, em cima Alto, em cima, alto, em cima Em cima, em cima, em cima, em cima (2x)  Eu não tô de brincadeira Eu meto tudo, eu pego firme pra valer Chego cheio de maldade, eu quero ouvir você gemer Eu te ligo e chega a noite, vou com tudo e vai que vai Tem sabor de chocolate o sexo que a gente faz  Corpo quente, tô suado, vem melar e vem lamber Só o cheiro, só o toque já me faz enlouquecer Já me faz enlouquecer;
AmanteNãoTemLar;MaríliaMendonça;Só vim me desculpar Eu não vou demorar Não vou tentar ser sua amiga Pois sei que não dá  Você vai me odiar Mas eu vim te contar Que faz um tempo  Eu me meti no meio do seu lar  Sua família é tão bonita Eu nunca tive isso na vida E se eu continuar assim  Eu sei que não vou ter   Ele te ama de verdade E a culpa foi minha  Minha responsabilidade eu vou resolver Não quero atrapalhar você  E o preço que eu pago É nunca ser amada de verdade Ninguém me respeita nessa cidade Amante não tem lar Amante nunca vai casar  E o preço que eu pago É nunca ser amada de verdade Ninguém me respeita nessa cidade Amante não vai ser fiel Amante não usa aliança e véu;
Vaimeperdoando;Victor&Leopart.VictorFreitas&Felipe;Vai me perdoando Esse meu jeito estranho Eu sei que fez você sofrer Tudo era mentira E você quis pagar pra ver  Sei que é a hora Hora de dizer adeus Vai me perdoando Esquece aqueles planos Tudo o que eu te prometi Sei que é difícil encarar que seja o fim Mas vai me perdoando enfim  Vai perdoando alguém que sempre só quis o seu bem E vai lembrando que o ser humano erra também Nunca mais chore por amor  Perdoa, por favor, entenda Vai perdoando que o destino te trará alguém E com os anos você vai se esquecer, meu bem Nunca mais chore por amor Perdoa, por favor, entenda;
Sapequinha;EduardoCosta;Pensa num trem bom, que trem gostoso Hoje não tem choro nem migué Se essa sapequinha cair na minha lagoa hoje eu sou jacaré Pensa num trem doido que é gostoso Hoje não tem choro nem migué Se essa sapequinha cair na minha lagoa hoje eu sou jacaré  Eu não dou mole não, eu não dou mole não Ela vai ver que o caipira tem pressão Eu não dou mole não, eu jogo ela nos meus braços Grudo ela no peito e tá feito um regaço Ô ô ô, ô ô ô Vamos brincar de besteirinha brincar de fazer amor  Pensa num trem bom, que trem gostoso Hoje não tem choro nem migué Se essa sapequinha cair na minha lagoa hoje eu sou jacaré Eu não dou mole não, eu não dou mole não Ela vai ver que o eduardo tem pressão Eu não dou mole não eu jogo ela nos meus braços Grudo ela no peito e ta feito um regaço Ô ô ô, ô ô ô Vamos brincar de besteirinha brincar de fazer amor Mãos pra cima, mexendo a cintura Dança comigo, dança comigo;
OlhaElaAí;EduardoCosta;Vi seu coração de pedra virar de algodão E o seu orgulho te jogar no chão No momento em que você me disse adeus  Você se jogou num mar cheio de fantasias Você foi mudando da noite pro dia E, quando acordou, viu que não era eu  Olha o que deu Olha o que deu  Olha ela aí Deu volta no mundo e parou na minha porta E eu aqui Já tô te escutando há mais de uma hora Olha ela aí Me olhando, perguntou se ainda gosto Querendo rasgar o papel do divórcio Chorando, implorando o meu amor de volta  Você se jogou num mar cheio de fantasias Você foi mudando da noite pro dia E, quando acordou, viu que não era eu  Olha o que deu Olha o que deu  Olha ela aí Deu volta no mundo e parou na minha porta E eu aqui Já tô te escutando há mais de uma hora Olha ela aí Me olhando, perguntou se ainda gosto Querendo rasgar o papel do divórcio Chorando, implorando o meu amor de volta  Olha ela aí Deu volta no mundo e parou na minha porta E eu aqui Já tô te escutando há mais de uma hora Olha ela aí Me olhando, perguntou se ainda gosto Querendo rasgar o papel do divórcio Chorando, implorando o meu amor de volta  O meu amor de volta;
Jenifer;GabrielDiniz;Mas ela veio me xingando Enchendo o saco, perguntando Quem é essa perua aí? Mas peraí, mas peraí  Você não paga as minhas contas Já não é da sua conta O que é que eu tô fazendo aqui Mas peraí, vou te explicar  O nome dela é Jennifer Eu encontrei ela no Tinder E não é minha namorada Mas poderia ser  O nome dela é Jennifer Eu encontrei ela no Tinder Mas ela faz umas paradas O que eu não faço com você  Mas ela veio me xingando Enchendo o saco, perguntando Quem é essa perua aí? Mas peraí, mas peraí  Você não paga as minhas contas Já não é da sua conta O que é que eu tô fazendo aqui Mas mesmo assim vou te explicar  O nome dela é Jennifer Eu encontrei ela no Tinder E não é minha namorada Mas poderia ser  O nome dela é Jennifer Eu encontrei ela no Tinder Mas ela faz umas paradas O que eu não faço com você  O nome dela é Jennifer Eu encontrei ela no Tinder E não é minha namorada Mas poderia ser  O nome dela é Jennifer Eu encontrei ela no Tinder Mas ela faz umas paradas O que eu não faço com você;
NãoPrecisa;PaulaFernandes;Você diz que não precisa Viver sonhando tanto Que vivo a fazer Demais, por você  Diz que não precisa A cada vez que canto Uma canção a mais, pra você  Mas tem que ser assim Pra ser de coração Não diga não precisa Ah Ah Ahh Tem que ser assim É seu meu coração Não diga não precisa Ah Ah Ahh  Eu já sonhei com a vida Agora vivo um sonho Mas viver ou sonhar Com você, tanto faz  Não diga não precisa Eu digo que é preciso A gente se amar demais Nada a mais  Mas tem que ser assim Pra ser de coração Não diga não precisa Ah Ah Ahh Tem que ser assim É seu meu coração Não diga não precisa Ah Ah Ahh;
FloresemVida;ZezéDiCamargo&Luciano;Quero o seu amor agora Não a saudade depois Seu carinho pela vida afora Antes que o fim pare entre nós dois  Quero a sua companhia Caminhar na mesma direção Exceto que um certo dia A vida nos separe em alguma estação  Quero flores em vida Seu sorriso a me iluminar As lágrimas de despedida Não estarei por perto para enxugar  Eu quero viver a vida Quero flores em vida Colhidas no jardim do amor  Do nosso amor  Quero flores em vida Seu sorriso a me iluminar As lágrimas de despedida Não estarei por perto para enxugar  Eu quero viver a vida Quero flores em vida Colhidas no jardim do amor  Do nosso amor;
NaLinhadoTempo;Victor&Leo;Eu te dei o ouro do sol, a prata da lua Te dei as estrelas pra desenhar o teu céu Na linha do tempo, o destino escreveu Com letras douradas Você e eu  Há quanto tempo eu esperava Encontrar alguém assim Que se encaixasse bem nos planos Que um dia fiz pra mim Você e eu  Vou dizer Que nessas frases tem um pouco de nós dois E não deixamos o agora pra depois Quando te vejo eu me sinto tão completo Por onde eu vou E nesses traços vou tentando descrever Que mil palavras é tão pouco pra dizer Que o sentimento muda tudo, muda o mundo Isso é o amor  Na linha do tempo, o destino escreveu Com letras douradas Você e eu  Há quanto tempo eu esperava Encontrar alguém assim Que se encaixasse bem nos planos Que um dia fiz pra mim Você e eu  Vou dizer Que nessas frases tem um pouco de nós dois E não deixamos o agora pra depois Quando te vejo eu me sinto tão completo Por onde vou E nesses traços vou tentando descrever Que mil palavras é tão pouco pra dizer Que o sentimento muda tudo, muda o mundo Isso é o amor  Que nessas frases tem um pouco de nós dois E não deixamos o agora pra depois Quando te vejo eu me sinto tão completo Por onde vou E nesses traços vou tentando descrever Que mil palavras é tão pouco pra dizer Que o sentimento muda tudo, muda o mundo Isso é o amor  Isso é o amor Isso é o amor Amor;
Sosseguei;Jorge&Mateus;Tô virado já tem uns três dias Tô bebendo o que eu jamais bebi Vou falar o que eu nunca falei É a primeira e a última vez  Eu sosseguei Ontem foi a despedida Na balada, dessa vida de solteiro Eu sosseguei Mudei a rota em meus planos E o que eu tava procurando, eu achei em você  Se quer cinema eu sou par perfeito Quer curtir balada já tem seu parceiro Ou ficar em casa amando o dia inteiro Dividir comigo o seu brigadeiro  E nessa vida agora somos dois, três, quatro Quantos você quiser A partir de hoje eu sou homem de uma só mulher.;
AmoNoiteeDia;Jorge&Mateus;Tem um pedaço do meu peito bem colado ao teu, Alguma chave, algum segredo que me prende ao seu, Um jeito perigoso de me conquistar, Teu jeito tão gostoso de me abraçar, Tudo se perde, se transforma, se ninguém te vê.  Eu busco às vezes nos detalhes encontrar você, O tempo já não passa, só anda pra trás, Me perco nessa estrada não aguento mais....  (Refrão): Iê, Iê...  Passa o dia, passa a noite tô apaixonado, Coração no peito sofre sem você do lado, Dessa vez tudo é real, nada de fantasia...  Saiba que eu te amo... Amo Noite e Dia....  Tem um pedaço do meu peito bem colado ao teu, Alguma chave, algum segredo que me prende ao seu, Um jeito perigoso de me conquistar, Teu jeito tão gostoso de me abraçar, Tudo se perde, se transforma, se ninguém te vê.  Eu busco às vezes nos detalhes encontrar você, O tempo já não passa, só anda pra trás, Me perco nessa estrada não aguento mais....  Refrão: Iê, Iê...  Passa o dia, passa a noite tô apaixonado, Coração no peito sofre sem você do lado, Dessa vez tudo é real, nada de fantasia...  Saiba que eu te amo... Amo Noite e Dia....;
RaparigaNão;JoãoNetoeFredericopart.SimoneeSimaria;Só porque virou sua ex Que tanto faz ou tanto fez Por ela era apaixonado E olha que não tem um mês Você não sabe o que é amor Quando quis, ela serviu Ela foi mulher fiel Ela nunca te traiu Se alguém aqui não presta é você! Rapariga não, rapariga não Lava sua boca com água e sabão Rapariga não, rapariga não Não é só um corpinho bonito Ela também tem coração Rapariga não, rapariga não Lava sua boca com água e sabão Rapariga não, rapariga não Não é só um corpinho bonito Ela também tem coração Só porque virou sua ex Que tanto faz ou tanto fez Por ela era apaixonado E olha que não tem um mês Você não sabe o que é amor Quando quis, ela serviu Ela foi mulher fiel Ela nunca te traiu Se alguém aqui não presta é você! Rapariga não, rapariga não Lava sua boca com água e sabão Rapariga não, rapariga não Não é só um corpinho bonito Ela também tem coração Rapariga não, rapariga não Lava sua boca com água e sabão Rapariga não, rapariga não Não é só um corpinho bonito Ela também tem coração Lava sua boca com água e sabão Não é só um corpinho bonito Ela também tem coração;
ÁguadeOceano;Victor&Leo;Em pleno deserto te encontrei Nunca imaginava ser assim O que jamais pensei Foi ter você perto de mim  O sol queimava a minha paz Quando você chegou Não sabe o bem que me faz À sombra desse amor  Àgua de oceano Pra beber Vivo mergulhado em você Te amo pra valer Lembre-se de não esquecer;
TudoComVocê;Victor&Leo;"Tudo com você Seu corpo no meu Sem nenhum porquê Hoje meu coração é seu  Sou tudo ao seu lado Preciso te encontrar Diga se estou errado Algo me faz querer te amar  Então, agora é só você e eu Não tenha medo de dizer ""Tudo de você é só meu! ""  Só o amor, faz voar Meu amor, vivo pra te amar Só o amor, faz voar Meu amor, vivo pra te amar";
TeVivo;LuanSantana;Quando me sinto só Te faço mais presente Eu fecho os meus olhos E enxergo a gente  Em questão de segundos Voo pra outro mundo Outra constelação Não dá para explicar Ao ver você chegando Qual a sensação  A gente não precisa tá colado pra tá junto Nossos corpos se conversam por horas e horas Sem palavras tão dizendo a todo instante um pro outro O quanto se adoram Eu não preciso te olhar Pra te ter em meu mundo Porque aonde quer que eu vá Você está em tudo  Tudo, tudo que eu preciso Te vivo  Quando me sinto só Te faço mais presente Eu fecho os meus olhos E enxergo a gente  Em questão de segundos Voo pra outro mundo Outra constelação Não dá para explicar Ao ver você chegando Qual a sensação  A gente não precisa tá colado pra tá junto Nossos corpos se conversam por horas e horas Sem palavras tão dizendo a todo instante um pro outro O quanto se adoram Eu não preciso te olhar Pra te ter em meu mundo Porque aonde quer que eu vá Você está em tudo  Tudo, tudo que eu preciso Te vivo.;
Vingança;LuanSantanaftMcKekel;Uh, uh, uh, uh Não vou mais pensar em você Na minha mente 'cê não vai entrar E só vim aqui te avisar Teu psicológico preparar Que eu não vou mais te esperar Eu vou pegar todo mundo Virar um vagabundo Depois que eu ficar com essa cidade inteira Aí 'cê vai lembrar Do tanto que eu te dei amor E o tanto que você não deu valor E a sua única chance vai ser Em alguma balada da vida Eu te beijar sem perceber Sem ver que é você Uh, uh, uh, uh Eu te avisei Tenta não vacilar Menina, eu te avisei Amor é pra cuidar Se escapar da mão, cai no chão Não tem conserto, não Antes de sumir da sua vida Só mais uma coisa, 'to aqui no portão E é a última vez que eu vou falar Seu psicológico preparar Que eu não vou mais te esperar Acabou minha paciência Eu vou pegar todo mundo Virar um vagabundo Depois que eu ficar com essa cidade inteira Aí 'cê vai lembrar Do tanto que eu te dei amor E o tanto que você não deu valor É sua única chance Você não deu valor Você não deu valor Não deu valor, não deu valor Amei demais, agora não quero mais nem saber Deixa as outras aproveitarem por você Eu vou pegar todo mundo Virar um vagabundo Depois que eu ficar com essa cidade inteira Aí 'cê vai lembrar Do tanto que eu te dei amor E o tanto que você não deu valor E a sua única chance vai ser Em qualquer balada por aí Vou te beijar sem perceber Sem ver que é você Eu vou virar um vagabundo E eu vou me jogar no mundo Eu vou virar um vagabundo Que eu vou me jogar no mundo Luan, Kekel;
50Reais;NaiaraAzevedoFt.MaiaraeMaraisa;Bonito! Que bonito hein! Que cena mais linda Será que eu estou atrapalhando o casalzinho aí Que lixo! 'Cê 'tá de brincadeira Então é aqui o seu futebol toda Quarta-feira E por acaso esse motel É o mesmo que me trouxe na lua de mel É o mesmo que você me prometeu o céu E agora me tirou o chão E não precisa se vestir Eu já vi tudo que eu tinha que ver aqui Que decepção Um a zero pra minha intuição Não sei se dou na cara dela ou bato em você Mas eu não vim atrapalhar sua noite de prazer E pra ajudar pagar a dama que lhe satisfaz Toma aqui uns 50 reais Não sei se dou na cara dela ou bato em você Mas eu não vim atrapalhar sua noite de prazer E pra ajudar pagar a dama que lhe satisfaz Toma aqui uns 50 reais E por acaso esse motel É o mesmo que me trouxe na lua de mel É o mesmo que você me prometeu o céu E agora me tirou o chão E não precisa se vestir Eu já vi tudo que eu tinha que ver aqui Que decepção Um a zero pra minha intuição Não sei se dou na cara dela ou bato em você Mas eu não vim atrapalhar sua noite de prazer E pra ajudar pagar a dama que lhe satisfaz Toma aqui uns 50 reais Não sei se dou na cara dela ou bato em você Mas eu não vim atrapalhar sua noite de prazer E pra ajudar pagar a dama que lhe satisfaz Toma aqui uns 50 reais E pra ajudar pagar a dama que lhe satisfaz Toma aqui uns 50 reais;
IssoCêNumConta;BrunoeMarrone;Fala pra elas que o fim de semana Foi o melhor da sua vida Que voltou a sorrir porque tava sem mim  Faz elas acreditarem que era De dó que ainda tava comigo Que eu sempre fui um cara chato Que nem sabe como tava do meu lado  Que a gente foi no motel ontem Isso cê num conta, isso cê num conta E que você pagou a conta Isso cê num conta, isso cê num conta  Que ainda chora escondida Isso cê num conta, isso cê num conta Que pediu pra voltar comigo Isso cê num conta, isso cê num conta;
Propaganda;Jorge&Mateus;Ela queima o arroz Quebra copo na pia Tropeça no sofá, machuca o dedinho E a culpa ainda é minha  Ela ronca demais Mancha as minhas camisas Dá até medo de olhar Quando ela tá naqueles dias  É isso que eu falo pros outros Mas você sabe que o esquema é outro Só falo isso pra malandro não querer crescer o olho  Tá doido que eu vou fazer propaganda de você Isso não é medo de te perder amor É pavor, é pavor Tá doido que eu vou fazer propaganda de você Isso não é medo de te perder amor É pavor  É minha, eu cuido mesmo, pronto e acabou;
Balada(TchêTchêRere);GusttavoLima;Eu já lavei o meu carro, regulei o som Já tá tudo preparado, vem que o brega é bom Menina fica a vontade, entre e faça a festa Me liga mais tarde, vou adorar, vamos nessa Gata, me liga, mais tarde tem balada Quero curtir com você na madrugada Dançar, pular até o sol raiar Gata, me liga, mais tarde tem balada Quero curtir com você na madrugada Dançar, pular que hoje vai rolar O tchê tcherere tchê tchê Tcherere tchê tchê Tcherere tchê tchê Tchereretchê Tchê, tchê, tchê Gusttavo Lima e você Tchê tcherere tchê tchê Tcherere tchê tchê Tcherere tchê tchê Tchereretchê Tchê, tchê, tchê Se você me olhar vou querer te pegar E depois namorar, curtição Que hoje vai rolar Gata, me liga, mais tarde tem balada Quero curtir com você na madrugada Dançar, pular até o sol raiar Gata, me liga, mais tarde tem balada Quero curtir com você na madrugada Dançar, pular que hoje vai rolar O tchê tcherere tchê tchê Tcherere tchê tchê Tcherere tchê tchê Tchereretchê Tchê, tchê, tchê Gusttavo Lima e você Tchê tcherere tchê tchê Tcherere tchê tchê Tcherere tchê tchê Tchereretchê Tchê, tchê, tchê Gusttavo Lima e você Gata, me liga, mais tarde tem balada Quero curtir com você na madrugada Dançar, pular até o sol raiar Gata, me liga, mais tarde tem balada Tem Gusttavo Lima até de madrugada Dançar, pular que hoje vai rolar O tchê tcherere tchê tchê Tcherere tchê tchê Tcherere tchê tchê Tchereretchê Tchê, tchê, tchê Gusttavo Lima e você Tchê tcherere tchê tchê Tcherere tchê tchê Tcherere tchê tchê Tchereretchê Tchê, tchê, tchê Se você me olhar vou querer te pegar E depois namorar, curtição Que hoje vai rolar Gata, me liga, mais tarde tem balada Quero curtir com você na madrugada Dançar, pular até o sol raiar Gata, me liga, mais tarde tem balada Quero curtir com você na madrugada Dançar, pular que hoje vai rolar Tchê tcherere tchê tchê Tcherere tchê tchê Tcherere tchê tchê Tcherere tchê Tchê, tchê, tchê Gusttavo Lima e você Tchê tcherere tchê tchê Tcherere tchê tchê Tcherere tchê tchê Tchereretchê Tchê, tchê, tchê Gusttavo Lima e você;
GuerraFria;SorrisoMaroto;Eu odeio quando você sai batendo a porta sem me escutar Mas adoro quando sempre se arrepende Volta e pede pra ficar Sempre age por impulso, tem o dom de me ferir Mas ao mesmo tempo só você me faz sorrir  Eu odeio quando mexe em minhas coisas Vasculhando sem me pedir Mas adoro quando me dá seu carinho E assim me faz dormir Muitas vezes durmo com vontade de me afastar Mas acordo doido pra te encontrar  Uma guerra fria dentro do meu peito Não encontro jeito pra gente viver em paz Já pensei em te deixar pra sempre Só que eu te amo demais  E por mais que você me deixe no futuro Vale o risco, eu juro, nunca amei ninguém assim Até você de mal faz bem pra mim  Eu odeio quando mexe em minhas coisas Vasculhando sem me pedir Mas adoro quando me dá seu carinho E assim me faz dormir Muitas vezes durmo com vontade de me afastar Mas acordo doido pra te encontrar  Uma guerra fria dentro do meu peito Não encontro jeito pra gente viver em paz Já pensei em te deixar pra sempre Só que eu te amo demais  E por mais que você me deixe no futuro Vale o risco, eu juro, nunca amei ninguém assim Até você de mal faz bem pra mim;
Milu;GusttavoLima;Quem cai uma vez Vai cair três Só que eu to caindo pela décima vez E quando eu decido que vou te esquecer Cê fala que me ama só pra me prender  Se você sentisse amor do tanto que cê sabe fazer Se me desse amor do tanto que me dá prazer Mas você vem e vai E eu querendo algo mais  Cê fica Milu, Milu... me iludindo E eu fico no, fico no... bar caindo;
ArCondicionadono15;WesleySafadão;"Cinco dias Uma Hora Dez minutos Que eu não te vejo  O relógio conta as horas Enquanto eu conto nos dedos  Todos os beijos Que eu não te dei A saudade acumulando, acumulando E eu já nem sei  Até que ponto Eu vou aguentar Eu tô ficando louco Só de Imaginar  Já pensou? O ar condicionado no 15 E a gente suando? A Tv no volume mais alto E a gente se amando?  O que é que ""cê"" tá esperando?  Um dia sem você parece um ano!";
Farra,PingaeFoguete;BrunoeBarretto;Hoje eu quero um dia de sossego, eu quero paz Sentir o cheiro dela O que eu nem me lembro mais É tudo que eu planejo Acordar cedo e trabalhar Pegar o mesmo ônibus Ir pra casa descansar  Mas todo fim de tarde A galera me aciona Era pra tomar uma Mas de novo deu em zona As luzes estão piscando Jukebox tocando Amado Batista E o pau tá quebrando Ir trabalhar amanhã é o cacete Hoje é só farra, pinga e foguete  As luzes estão piscando Jukebox tocando Com Bruno e Barretto E o pau tá quebrando Ir trabalhar amanhã é o cacete Hoje é só farra, pinga e foguete;
IgualElaSóUma;WesleySafadão;Tá mandando esse olhinho por quê? Não vê que eu tenho compromisso Meu status tá valendo o quê?  Cê quer pôr meu namoro em risco Já teve a sua oportunidade e não aproveitou Vacilou, não vingou nosso amor Agora tá pensando que é só dizer vem cá que eu vou  Cê quer ver eu trair meu bem Nananim nem vem Igual ela só uma Igual você tem 100  Cê quer ver eu trair meu bem Nananim nem vem Igual ela só uma Igual você tem 100  Cê quer ver eu trair meu bem Nananim nem vem Igual ela só uma Igual você tem 100  Cê quer ver eu trair meu bem Nananim nem vem Igual ela só uma Igual você tem 100;
Beijodevaranda;BrunoeMarrone;Todo santo dia é mais um dia pra te esquecer Acabei de ouvir a nossa música no radio e na tv O que será que isso que dizer?  Tava ali fazendo palavra cruzada Pra ver se o tempo passa e seu nome apareceu Agora pouco um vídeo no youtube E como de costume sabe o que aconteceu Aquela cena veio e acabou comigo No terceiro replay eu já tinha me convencido Que falta você  Nem vou culpar o vento por essa bagunça Se fui eu que deixei a janela aberta Então é minha culpa ai ai E já que entrou na minha vida leva é toda sua  Quero aquele beijo de varanda E a lua de testemunha Eu tô até com ciúme O vento deve estar usando seu perfume;
Umbeijo;LuanSantana;Sai cantando do chuveiro  Eu sou o cara mais feliz do mundo inteiro  Noite perfeita, tá na hora, quero te encontrar  Em frente ao espelho, tô ensaiando  A melhor forma de dizer que tô te amando  Essa é a chance, é agora eu não posso errar  Mas bem na hora de falar com você  Travei, comecei a gaguejar  E a saída é deixar acontecer  O coração se entregar  Um beijo fala mais que mil palavras  Um toque é bem mais que poesia  No seu olhar enxergo a sua alma  Sua fala é uma linda melodia  Ninguém sabe explicar o que é o amor  Ninguém vai ser feliz sem ser amado  Meu coração de vez se entregou  Confesso que eu estou apaixonado  Mas bem na hora de falar com você  Travei, comecei a gaguejar  E a saída é deixar acontecer  O coração se entregar  Um beijo fala mais que mil palavras  Um toque é bem mais que poesia  No seu olhar enxergo a sua alma  Sua fala é uma linda melodia  Ninguém sabe explicar o que é o amor  Ninguém vai ser feliz sem ser amado  Meu coração de vez se entregou  Confesso que eu estou apaixonado (2x);
LêLêLê;JoãoNeto&Frederico;Em plena sexta-feira fui tentar me distrair Chegando na balada, toda linda eu te vi Você no camarote e eu rodado no pedaço Caçando um jeitinho de invadir o seu espaço  Não tenho grana, não tenho fama Não tenho carro, to de carona O meu cartão foi bloqueado E o meu limite tá estourado  Sou simples, mas eu te garanto Eu sei fazer um lê lê lê  Lê lê lê Lê lê lê Se eu te pegar você vai ver Lê lê lê Lê lê lê Você jamais vai me esquecer [x2];
