Music;Artist;Text
Equalize;Pitty;Às vezes se eu me distraio  Se eu não me vigio um instante  Me transporto pra perto de você  Já vi que não posso ficar tão solta me vem logo aquele cheiro  Que passa de você pra mim Num fluxo perfeito  Enquanto você conversa e me beija  Ao mesmo tempo eu vejo  As suas cores no seu olho tão de perto  me balanço devagar  Como quando você me embala  O ritmo rola fácil  Parece que foi ensaiado   E eu acho que eu gosto mesmo de você!!! Bem do jeito que você é!!   Eu vou equalizar você  Numa frequência que só a gente sabe  Eu te transformei nessa canção  Pra poder te gravar em mim   Adoro essa sua cara de sono  E o timbre da sua voz  Que fica me dizendo coisas tão malucas  E que quase me mata de rir  Quando tenta me convencer  Que eu só fiquei aqui  Porque nós dois somos iguais  Até parece que você já tinha  O meu manual de instruções  Porque você decifra os meus sonhos  Porque você sabe o que eu gosto E porque quando você me abraça  O mundo gira devagar   E o tempo é só meu  Ninguém registra a cena de repente Vira um filme todo em câmera lenta  E eu acho que eu gosto mesmo de você  Bem do jeito que você é   Eu vou equalizar você  Numa frequência que só a gente sabe  Eu te transformei nessa canção  Pra poder te gravar em mim   Eu vou equalizar você  Numa frequência que só a gente sabe  Eu te transformei nessa canção  Pra poder te gravar em mim
ChoraMeLiga;JoãoBoscoeVinícius;Não era pra você se apaixonar Era só pra gente ficar, Eu te avisei Meu bem, eu te avisei.  Você sabia que eu era assim Paixão de uma noite Que logo tem fim Eu te falei Meu bem eu te falei  Não vai ser tão fácil assim Você me ter nas mãos Logo você  Que era acostumada a brincar com outro coração  Não venha me perguntar Qual a melhor saída Eu sofri muito por amor Agora eu vou curtir a vida  Chora, me liga Implora o meu beijo de novo Me pede socorro Quem sabe eu vou te salvar  Chora, me liga Implora pelo meu amor Pede por favor Quem sabe um dia eu volto a te procurar
MeNamora;Natiruts;Lembro que te vi caminhar Já havia um brilho no olhar E junto com um sorriso seu  O teu olhar vem de encontro ao meu E o meu dia se fez mais feliz Mesmo sem você perto de mim Mesmo longe de mim  Eu fico o tempo todo a imaginar  O que fazer quando te encontrar Mas se eu fizer o que vai dizer  Será que é capaz de entender Mesmo se não for eu vou tentar Vou fazer você me notar Por isso eu vim aqui te dizer  Me namora Pois quando eu saio sei que você chora E fica em casa só contando as horas Reclama só do tempo que demora Abre os braços vem e me namora Eu quero dar vazão ao sentimento mostrar que é lindo o que eu sinto por dentro Beleza é essa que eu te canto agora Abre os braços vem e me namora  Eu penso estar vivendo uma ilusão Sem saber se me quer ou não Quem dera se a resposta fosse sim Mas acho que já nem liga pra mim Se for assim o meu coração Sofre só, sem você em vão Bate mais triste então  Mas ele ainda pode se alegrar  Se de repente você reparar Que com você também aconteceu Que sente amor tão grande quanto o meu Abre os olhos veja quem te adora E sonha com você no mundo afora E volta só pra te dizer  Me namora  Pois quando eu saio sei que você chora E fica em casa só contando as horas Reclama só do tempo que demora (vem) Abre os braços vem e me namora Eu quero dar vazão ao sentimento Mostrar que é lindo o que eu sinto por dentro Beleza é essa que eu te canto agora Abre os braços vem e me namora
VersosSimples;Chimarruts;"Sabe, já faz tempo, Que eu queria te falar, Das coisas que trago no peito.  Saudade, Já não sei se é a palavra certa para usar Ainda lembro do seu jeito.  Não te trago ouro, Porque ele não entra no céu, E nenhuma riqueza deste mundo. Não te trago flores, Porque elas secam e caem ao chão. ""Te trago"" os meus versos simples, Mas que fiz de coração.  Sabe, já faz tempo, Que eu queria te falar Das coisas que trago no peito.  Saudade, Já não sei se é a palavra certa para usar Ainda lembro do seu jeito.  Não te trago ouro, Porque ele não entra no céu, E nenhuma riqueza deste mundo. Não te trago flores, Porque elas secam e caem ao chão. Te trago os meus versos simples, Mas que fiz de coração."
DoisRios;Skank;O céu está no chão  O céu não cai do alto  É o claro, é a escuridão   O céu que toca o chão  E o céu que vai no alto  Dois lados deram as mãos   Como eu fiz também  Só pra poder conhecer   O que a voz da vida vem dizer   Que os braços sentem  E os olhos veem  Que os lábios sejam  Dois rios inteiros  Sem direção   O sol é o pé e a mão  O sol é a mãe e o pai  Dissolve a escuridão   O sol se põe se vai  E após se pôr  O sol renasce no Japão   Eu vi também  Só pra poder entender  Na voz da vida ouvi dizer   Que os braços sentem  E os olhos veem  E os lábios beijam  Dois rios inteiros  Sem direção  E o meu lugar é esse  Ao lado seu, no corpo inteiro  Dou o meu lugar pois o seu lugar  É o meu amor primeiro  O dia e a noite as quatro estações  O céu está no chão  O céu não cai do alto  É o claro, é a escuridão   O céu que toca o chão  E o céu que vai no alto  Dois lados deram as mãos   Como eu fiz também  Só pra poder conhecer   O que a voz da vida vem dizer   Que os braços sentem  E os olhos veem  Que os lábios sejam  Dois rios inteiros  Sem direção   E o meu lugar é esse  Ao lado seu, no corpo inteiro  Dou o meu lugar pois o seu lugar  É o meu amor primeiro  O dia e a noite as quatro estações  Que os braços sentem  E os olhos veem  Que os lábios sejam  Dois rios inteiros  Sem direção
Xibombombom;AsMeninas;Intro: A  Bom xibom, xibom, bombom  Bom xibom, xibom, bombom  Bom xibom, xibom, bombom  Bom xibom, xibom, bombom  Analisando essa cadeia hereditária Quero me livrar dessa situação precária (2x)  Onde o rico cada vez fica mais rico e o pobre cada vez fica mais pobre  E o motivo todo mundo já conhece, E que o de cima sobe e o de baixo desce (2x)     Bom xibom, xibom, bombom  Bom xibom, xibom, bombom  Bom xibom, xibom, bombom  Bom xibom, xibom, bombom  Mas eu só quero            Educar meus filhos                Tornar um cidadão  Com muita dignidade Eu quero viver bem          Quero me alimentar              Com a grana que eu ganho          Não dá nem pra melar  E o motivo todo mundo já conhece É que o de cima sobe e o de baixo desce (2x)   Bom xibom, xibom, bombom  Bom xibom, xibom, bombom  Bom xibom, xibom, bombom  Bom xibom, xibom bombom
Ai,Ai,Ai;VanessaDaMata;Na na na na na...  Se você quiser eu vou te dar um amor desses de cinema Não vai te faltar carinho, plano ou assunto ao longo do dia se você quiser eu largo tudo, vou pro mundo com você meu bem nessa nossa estrada só terá belas praias e cachoeiras  aonde o vento é brisa, onde não haja quem possa com a nossa felicidade  vamos brindar a vida, meu bem aonde o vento é brisa e o céu claro de estrelas do que a gente precisa, é tomar um banho de chuva, um banho de chuva Ai, ai, ai... Ai, ai, ai... Ai, ai, ai...  Na na na....
Anjo;KellyKey;Mais uma noite chega e com ela a depressão... É esse seu orgulho, Que incomoda e, é de pedra a porta do... Seu coração. Mesmo assim, Eu me fascino Fecho os olhos Esqueço da razão Mas não esqueço... Desse seu jeito... Realidade louca de toda ilusão... Anjo Eu juro que te amo É por você todos meus planos. Te venerar é minha sina Anjo entende o meu querer
FlordoReggae;IveteSangalo;Um brilho de amor chegou na ilha inteira E a Lua que traz o amor é Lua cheia Um grito de dor que vem do peito de quem amou alguém O reggae me traz saudades de quem me beijou E agora tá tão distante em outra ilha O amor me chamou de flor E disse que eu era alguém pra vida inteira  Como se eu fosse flor, você me cheira Como se eu fosse flor, você me rega E nesse reggae eu vou a noite inteira Porque morrer de amor é brincadeira  Um brilho de amor chegou na ilha inteira E a Lua que traz o amor é Lua cheia Um grito de dor que vem do peito de quem amou alguém O reggae me traz saudades de quem me beijou E agora tá tão distante em outra ilha O amor me chamou de flor E disse que eu era alguém pra vida inteira  Refrão: 3 vezes Como se eu fosse flor, você me cheira Como se eu fosse flor, você me rega E nesse reggae eu vou a noite inteira Porque morrer de amor é brincadeira
VamosFugir;Skank;Vamos fugir Deste lugar, baby Vamos fugir Tô cansado de esperar Que você me carregue.  Vamos fugir Pro outro lugar, baby Vamos fugir Pra onde quer que você vá  Que você me carregue  [Refrão] Pois diga que irá  Irá já, Irajá Pra onde eu só veja você, Você veja-me só Marajó, Marajó Qualquer outro lugar comum, outro lugar qualquer Guaporé, Guaporé. Qualquer outro lugar ao sol, outro lugar ao sul. Céu azul, céu azul. Onde haja só meu corpo nu Junto ao seu corpo nu  Vamos fugir Pra outro lugar, baby. Vamos fugir Pra onde haja um tobogã, Onde a gente escorregue  Vamos fugir Deste lugar, baby. Vamos fugir Tô cansado de esperar Que você me carregue.  Pois diga que irá  Irajá, Irajá Pra onde eu só veja você, Você veja-me só Marajó, Marajó Qualquer outro lugar comum, outro lugar qualquer Guaporé, Guaporé. Qualquer outro lugar ao sol, outro lugar ao sul. Céu azul, céu azul. Onde haja só meu corpo nu Junto ao seu corpo nu  Vamos fugir Pra outro lugar, baby. Vamos fugir Pra onde haja um tobogã, Onde a gente escorregue Todo dia de manhã Flores que a gente regue Uma banda de maçã Outra banda de Reggae  Tô cansado de esperar Que você me carregue. Todo dia de manhã Flores que a gente Regue  Uma banda de maçã Outra banda de Reggae
AcimadoSol;Skank;Assim ela já vai Achar o cara que lhe queira Como você não quis fazer  Sim, eu sei que ela só vai Achar alguém pra vida inteira Como você não quis  Tão fácil perceber Que a sorte escolheu você E você cego nem nota  Quando tudo ainda é nada Quando o dia é madrugada Você gastou sua cota  Eu não posso te ajudar Esse caminho não há outro Que por você faça  Eu queria insistir Mas o caminho só existe Quando você passa  Quando muito ainda é pouco Você quer infantil e louco Um sol acima do sol  Mas quando sempre é sempre nunca Quando ao lado ainda é muito mais longe Que qualquer lugar  Ôo, um dia ela já vai Achar o cara que lhe queira Como você não quis fazer  Sim, eu sei que ela só vai Achar alguém pra vida inteira Como você não quis  Se a sorte lhe sorriu Por que não sorrir de volta? Você nunca olha a sua volta  Não quero estar sendo mau Moralista ou banal Aqui está o que me afligia  Ôo, um dia ela já vai Achar o cara que lhe queira Como você não quis fazer  Sim, eu sei que ela só vai Achar alguém pra vida inteira Como você não quis
AmorMaior;JotaQuest;Eu quero ficar só, mas comigo só eu não consigo Eu quero ficar junto, mas sozinho só não é possível É preciso amar direito, um amor de qualquer jeito Ser amor a qualquer hora, ser amor de corpo inteiro Amor de dentro pra fora, amor que desconheço  Quero um amor maior, um amor maior que eu Quero um amor maior, um amor maior que eu  Eu quero ficar só, mas comigo só eu não consigo Eu quero ficar junto, mas sozinho assim não é possível É preciso amar direito, um amor de qualquer jeito Ser amor a qualquer hora, ser amor de corpo inteiro Amor de dentro pra fora, amor que eu desconheço  Quero um amor maior, um amor maior que eu Quero um amor maior, um amor maior que eu  Então seguirei meu coração até o fim, pra saber se é amor Magoarei mesmo assim, mesmo sem querer, pra saber se é amor Mas estarei mais feliz mesmo morrendo de dor Pra saber se é amor, se é amor  Quero um amor maior, um amor maior que eu Quero um amor maior, um amor maior que eu
MinaDoCondomínio;SeuJorge;"Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro(BIS)  Seu cabelo me alucina Sua boca me devora Sua voz me ilumina Seu olhar me apavora Me perdi no seu sorriso Nem preciso me encontrar Não me mostre o paraíso Que se eu for, não vou voltar Pois eu vou Eu digo ""oi"" ela nem nada Passa na minha calçada Dou bom dia ela nem liga Se ela chega eu paro tudo Se ela passa eu fico todo Se vem vindo eu faço figa eu mando um beijo ela não pega pisco olho ela se nega Faço pose ela não vê Jogo charme ela ignora Chego junto ela sai fora Eu escrevo ela não lê  Minha mina Minha amiga Minha namorada Minha gata Minha sina Do meu condomínio Minha musa Minha vida Minha Monalisa Minha Vênus Minha deusa Quero seu fascínio(BIS)"
Amanhãnãosesabe;LSJack;Como as folhas, como o vento Até onde vai dar o firmamento Toda hora enquanto é tempo Vivo aqui, neste momento  Hoje aqui, amanhã não se sabe Vivo agora antes que o dia acabe Neste instante, nunca é tarde Mal começou e eu já estou com saudade  Me abraça, me aceita Me aceita assim meu amor Me abraça, me beija Me aceita assim como eu sou Me deixa ser o que for  Como as ondas com a maré Até onde não vai dar mais pé Neste instante, tal qual é Vivo aqui e seja o que Deus quiser  Hoje aqui não importa pra onde vamos Vivo agora, não tenho outros planos E é tão fácil viver sonhando Enquanto isso a vida vai passando  Me abraça, me aceita Me aceita assim meu amor Me abraça, me beija Me aceita assim como eu sou Me deixa ser o que for  Me abraça, me aceita Me aceita assim meu amor Me abraça, me beija Me aceita assim como eu sou Me deixa ser o que for
ChoramAsRosas;BrunoeMarrone;Choram as rosas Seu perfume agora se transforma em lágrimas E eu me sinto tão perdido, Choram as rosas  Chora minha alma Como um pássaro de asas machucadas Nos meus sonhos, te procuro Chora minh'alma  Lágrimas, que invadem meu coração Lágrimas, palavras da alma, Lágrimas, a pura linguagem do amor  Choram as rosas Porque não quero estar aqui Sem seu perfume Porque já sei que te perdi E entre outras coisas Eu choro por ti  Falta seu cheiro Que eu sentia quando você me abraçava Sem teu corpo, sem teu beijo Tudo é sem graça  Lágrimas, que invadem meu coração Lágrimas, palavras da alma, Lágrimas, a pura linguagem do amor  Choram as rosas Porque não quero estar aqui Sem seu perfume Porque já sei que te perdi E entre outras coisas Eu choro por ti    (fonte: site oficial)
LigaçãoUrbana;BrunoeMarrone;Alô amor! Tô te ligando de um orelhão Tá um barulho, uma confusão Mas eu preciso tanto te falar  Depois da seis Tô te esperando no mesmo lugar Pois estou louco pra te encontrar Pra outra noite de aventura  Fui eu que fiz amor por brincadeira E acabei me apaixonando Meu amor, eu me rendo à você Pois estou te amando Você deixou em mim uma saudade Com seu jeito de fazer paixão Você fez maravilhas, loucuras No meu coração  Um beijo pra você Não posso demorar Tô numa ligação urbana Tem mais gente pra ligar  Um beijo pra você Não posso demorar Tô numa ligação urbana Vem correndo me encontrar  Alô amor! Tô te ligando de um orelhão Tá um barulho, uma confusão Mas eu preciso tanto te falar  Depois da seis Tô te esperando, no mesmo lugar Pois estou louco pra te encontrar Pra outra noite de aventura  Fui eu que fiz amor por brincadeira E acabei me apaixonando Meu amor, eu me rendo à você Pois, estou te amando Você deixou em mim uma saudade Com seu jeito de fazer paixão Você fez maravilhas, loucuras No meu coração  Um beijo pra você Não posso demorar Tô numa ligação urbana Tem mais gente pra ligar  Um beijo pra você Não posso demorar Tô numa ligação urbana Vem correndo me encontrar  Um beijo pra você Não posso demorar Tô numa ligação urbana Tem mais gente pra ligar  Um beijo pra você Não posso demorar Tô numa ligação urbana Vem correndo me encontrar  Uô Uô Uô Uô eu tô louco pra te amar Uô Uô Uô Uô vem correndo me encontrar Uô Uô Uô Uô eu tô louco pra te amar Uô Uô Uô Uô vem correndo me encontrar Alô amor!
Borboletas;VictoreLeo;Percebo que o tempo já não passa Você diz que não tem graça amar assim Foi tudo tão bonito, mas voou pro infinito Parecido com borboletas de um jardim  Agora você volta  E balança o que eu sentia por outro alguém Dividido entre dois mundos Sei que estou amando mas ainda não sei quem  Não sei dizer o que mudou Mas nada está igual Numa noite estranha,a gente se estranha,e fica mal Você tenta provar que tudo em nós morreu Borboletas sempre voltam E o seu jardim sou eu
Epitáfio;Titãs;Devia ter amado mais Ter chorado mais Ter visto o sol nascer Devia ter arriscado mais e até errado mais Ter feito o que eu queria fazer Queria ter aceitado as pessoas como elas são Cada um sabe a alegria e a dor que traz no coração  O acaso vai me proteger Enquanto eu andar distraído O acaso vai me proteger Enquanto eu andar...  Devia ter complicado menos, trabalhado menos Ter visto o sol se pôr Devia ter me importado menos com problemas pequenos Ter morrido de amor Queria ter aceitado a vida como ela é A cada um cabe alegrias e a tristeza que vier  O acaso vai me proteger Enquanto eu andar distraído O acaso vai me proteger Enquanto eu andar...  Devia ter complicado menos, trabalhado menos Ter visto o sol se pôr.
PraSempre;ZezéDiCamargoeLuciano;Vai longe muito longe Vai, nem me diz pra onde Vai, faz sua vontade A saudade um dia vai passar  Vai, segue o horizonte Vai, onde a dor se esconde Vai, que a felicidade Deve ser apenas um lugar  Faz, te desfaz Finge que você já não me ama Mas nada mais Vou ficar olhando as madrugadas A esperar você voltar  Não importa o lugar pra onde você for Eu preciso acreditar que ainda existe o amor Da gente, da gente Não importa quanto tempo eu tenha que esperar Que o seu coração aprenda a me perdoar Pra sempre, pra sempre
VocêSempreSerá;MarjorieEstiano;Quando a lua tentar me encontrar Diga a ela que eu me perdi Na neblina que cobre o mar mas me deixa te ver partir  Um instante, um olhar Vi o sol acordar por de trás do seu sorriso me fazendo lembrar  Que eu posso tentar te esquecer Mas você sempre será A onda que me arrasta que me leva pro teu mar  Sinto a calma em volta de mim o teu vento vem me perturbar me envolve me leva daqui me afoga de novo no mar  Um instante, um olhar Vi o sol acordar por detrás do seu sorriso me fazendo lembrar  Que eu posso tentar te esquecer Mas você sempre será A onda que me arrasta que me leva pro teu mar  Me perco nos teus olhos E mergulho sem pensar se voltarei...  Posso tentar te esquecer Mas você sempre será A onda que me arrasta que me leva pro teu mar laia laralai laralaia Me envolve e me leva Pra longe daqui  Me perco nos teus olhos E mergulho sem pensar se voltarei... se voltarei!
Porteamarassim;MarloneMaicon;Você ficou em mim dentro de minha alma Feito uma tempestade que nunca se acalma Amor que me pegou de um jeito inesperado  Teu nome é um grito preso na garganta Te vendo acompanhada parecendo santa E eu querendo ser quem está do seu lado  Será, do jeito que você quiser assim será Mesmo que toda vida eu tenha que esperar Eu ficarei guardado neste sentimento  Por te amar assim, a felicidade é o meu castigo Será que tanto amor pra mim é proibido Estou morrendo aos poucos por sonhar contigo  Por te amar assim, desejo a tua boca sem poder beijá-la Desejo a tua pele sem poder toca-la E queimo de vontade a cada madrugada  Por te amar assim, por te amar assim, por te amar....  Assim vou caminhando numa corda bamba E sigo as tuas marcas feito  tua sombra Preso nesse amor que eu quero noite e dia  O tempo vai passando como vento forte E eu aqui largado a minha própria sorte Contando os segundos pra você ser minha  Será, do jeito que você quiser assim será Mesmo que toda vida tenha que esperar Eu ficarei guardado neste sentimento  Por te amar assim, a felicidade é o meu castigo Será que tanto amor pra mim é proibido Estou morrendo aos poucos por sonhar contigo  Por  te amar assim, desejo a tua boca sem poder beijá-la Desejo a tua pele sem poder tocá-la E queimo de vontade a cada madrugada  Por te amar assim, por te amar assim, por te amar....assim
TemQueSerVocê;VictoreLeo;Um dia seus pés vão me levar Onde as minhas mãos não podem chegar Me leva onde você for Estarei muito só sem o seu amor Agora é a hora de dizer, de dizer  Que hoje eu te amo Não vou negar Que outra pessoa não servirá Tem que ser você Sem por que, sem pra que Tem que ser você Sem ser necessário entender  Me leva onde você for Estarei muito só sem o seu amor  Agora é a hora de dizer   [Refrão]  Que hoje eu te amo Não vou negar Que outra pessoa não servirá Tem que ser você Sem por que, sem pra que Tem que ser você Sem ser necessário entender(2x)
NãoResistoaNósDois;WanessaCamargo;Eu gosto de você Eu penso em você Eu só respiro você Eu tento te esquecer E te deixar pra lá Mas não consigo, não dá  Sonhos perdidos Que não saem do meu coração Que vem mesmo que eu diga não  Mas é só te ver pra enlouquecer Faço tudo que você quer Vou me arrepender depois Mas eu não resisto a nós dois, oh não  Mas é só te ver pra enlouquecer Faço tudo que você quer Vou me arrepender depois Mas eu não resisto a nós dois, oh não  Você é mel e sal Você é o bem e o mal Você me deixa sem sono Sem ter você pra mim Eu fico meio assim Feito um cãozinho sem dono  Sonhos perdidos Que não saem do meu coração Que vem mesmo que eu diga não  Mas é só te ver pra enlouquecer Faço tudo que você quer Vou me arrepender depois Mas eu não resisto a nós dois, oh não  Mas é só te ver pra enlouquecer Faço tudo que você quer Vou me arrepender depois Mas eu não resisto a nós dois, oh não  Eu já me condenei Por ser como eu sou Mas já me perdoei É por amor  Mas é só te ver pra enlouquecer Faço tudo que você quer Vou me arrepender depois Mas eu não resisto a nós dois, oh não  Mas é só te ver pra enlouquecer Faço tudo que você quer Vou me arrepender depois Mas eu não resisto a nós dois, oh não  Nós dois, oh não Oh não
Carla;LSJack;Eu cheguei a deixar Vestígios pra você me achar Foi assim Que entreguei meu coração devagar Eu tentei te roubar Aos poucos pra você notar Que fui eu Te guardei onde ninguém vai tirar  No fundo dos meus olhos (dos meus olhos) Pra dentro da memória te levei Amor você me tentou  Oh! Carla!  Eu te amei como jamais Um outro alguém vai te amar Antes que o Sol pudesse acordar Eu te amei Oh! Carla (x2)  [Obs: tudo acima duas vezes]  No fundo dos meus olhos (dos meus olhos) Pra dentro da memória te levei Amor você me tentou Oh! Carla  Eu te amei como jamais Um outro alguém vai te amar Antes que o sol pudesse acordar  Eu te amei Oh! Carla (x3)
FazTempo;IveteSangalo;Já não se sabe o momento exato de partir Não quero me entregar tão cedo Aquele amor que eu senti quando eu te conheci Não tá rolando mais, faz tempo  Não vejo mais o brilho dos seus olhos pra mim Nem sei se ainda posso mesmo te fazer feliz  Cada momento  Que passamos Juro, foi bom Mas tudo que acende, apaga E o que era doce se acabou  E quando eu penso em ir embora  Você não quer me dar razão Me diz que eu tô jogando fora  O amor que tem no coração  E eu fico disfarçando Finjo que não sei Que em pouco tempo rola  Tudo outra vez
1Minuto;D’BlackeNegraLi;Por onde quer que eu vá, vou te levar pra sempre A culpa não foi sua Os caminhos não são tão simples, mas eu vou seguir Viajo em pensamento Numa estrada de ilusões Que eu procuro dentro do meu coração Toda vez que fecho os olhos é pra te encontrar A distância entre nós não pode separar O que eu sinto por você, não vai passar Um minuto é muito pouco pra poder falar A distância entre nós não pode separar E no final, eu sei que vai voltar Por onde quer que eu vá, vou te levar pra sempre A vida continua Os caminhos não são tão simples, temos que seguir Viajo em pensamentos Numa estrada de ilusões Que eu procuro dentro do meu coração Toda vez que fecho os olhos é pra te encontrar A distância entre nós não pode separar O que eu sinto por você, não vai passar (Eu sei não vai passar) Um minuto é muito pouco pra poder falar A distância entre nós não pode separar E no final, eu sei Que no meu coração Aonde quer que eu vá Sempre levarei O teu sorriso em meu olhar (Em meu olhar) Toda vez que fecho os olhos é pra te encontrar A distância entre nós não pode separar O que eu sinto por você, não vai passar Um minuto é muito pouco pra poder falar A distância entre nós não pode separar E no final, eu sei que vai voltar
Eusei;PapasnaLíngua;Eu sei, tudo pode acontecer Eu sei, nosso amor não vai morrer  Vou pedir aos céus, você aqui comigo Vou jogar no mar, flores pra te encontrar  Não sei, porque você disse adeus Guardei, o beijo que você me deu  Vou pedir aos céus, você aqui comigo Vou jogar no mar, flores pra te encontrar  You say goodbye and I say hello You say goodbye and I say hello  Não sei, porque você disse adeus Guardei, o beijo que você me deu  Vou pedir aos céus, você aqui comigo Vou jogar no mar, flores pra te encontrar  You say goodbye and I say hello You say goodbye and I say hello
QuandoAChuvaPassar;IveteSangalo;Quando a chuva passar  Pra quê falar  Se você não quer me ouvir? Fugir agora não resolve nada  Mas não vou chorar  Se você quiser partir  Às vezes a distância ajuda   E essa tempestade um dia vai acabar  Só quero te lembrar  De quando a gente andava nas estrelas  Nas horas lindas que passamos juntos  A gente só queria amar e amar e hoje eu tenho certeza  A nossa história não termina agora  Porque essa tempestade um dia vai acabar   (Refrão) Quando a chuva passar  Quando o tempo abrir  Abra a janela e veja eu sou o sol  Eu sou céu e mar  Eu sou seu e fim E o meu amor é imensidão   Só quero te lembrar  De quando a gente andava nas estrelas  Nas horas lindas que passamos juntos  A gente só queria amar e amar  E hoje eu tenho certeza  A nossa história não termina agora Porque essa tempestade um dia vai acabar   (Refrão 2x)
SorteGrande;IveteSangalo;A minha sorte grande foi você cair do céu Minha paixão verdadeira...  Viver a emoção, ganhar teu coração Pra ser feliz a vida inteira  Mas é lindo teu sorriso, o brilho dos teus olhos Meu anjo querubim  Doces dos meus beijos, calor dos meus braços Perfume de jasmim  Chegou no meu espaço mandando no pedaço O amor que não é brincadeira Pegou me deu um laço, Dançou bem no compasso, De prazer levantou poeira  Poeira, poeira, poeira Levantou poeira  A minha sorte grande foi você cair do céu Minha paixão verdadeira...  Viver a emoção, ganhar teu coração Pra ser feliz a vida inteira  Mas é lindo teu sorriso, o brilho dos teus olhos Meu anjo querubim  Doces dos meus beijos, calor dos meus braços Perfume de jasmim  Chegou no meu espaço mandando no pedaço O amor que não é brincadeira Pegou me deu um laço, Dançou bem no compasso, De prazer levantou poeira  Poeira, poeira, poeira Levantou poeira  Chegou no meu espaço mandando no pedaço O amor que não é brincadeira Pegou me deu um laço, Dançou bem no compasso, De prazer levantou..........Levantou poeira  Poeira, poeira, poeira Levantou poeira
UmMinutoParaoFimdoMundo;CPM22;Me sinto só,  Mas quem é que nunca se sentiu assim Procurando um caminho pra seguir,  Uma direção - respostas Um minuto para o fim do mundo, Toda sua vida em 60 segundos Uma volta no ponteiro do relógio,pra viver  O tempo corre contra mim, sempre foi assim e sempre vai ser Vivendo apenas pra vencer a falta que me faz você De olhos fechados eu tento esconder a dor agora. Por favor entenda, eu preciso ir embora porque!!!!  Quando estou com você Sinto meu mundo acabar, Perco o chão sob os meus pés Me falta o ar pra respirar E só de pensar em te perder por um segundo, Eu sei que isso é o fim do mundo  Volto o relógio para trás tentando adiar o fim,  tentando esconder o medo de te perder quando me sinto assim De olhos fechados eu tento enganar meu coração Fugir pra outro lugar em uma outra direção porque  Quando estou com você Sinto meu mundo acabar, Perco o chão sob os meus pés Me falta o ar pra respirar E só de pensar em te perder por um segundo, Eu sei que isso é o fim do mundo
VouTeProcurar;OsTravessos;Hoje um casal Me fez lembrar nós dois Daquele tempo bom Tempo do nosso amor  Eu e você Num mesmo coração Não paro de pensar Na nossa canção  Lá fora a chuva cai Não vejo mais o teu olhar Já não agüento mais Ficar sem te ver  Lá fora a chuva cai Não vejo mais o teu olhar Já não agüento mais Ficar sem te ver  Vou te procurar aonde for E acabar de vez com essa dor No fim do arco-íris vai estar Toda paz do nosso amor  Hoje um casal Me fez lembrar nós dois Daquele tempo bom Tempo do nosso amor  Lá fora a chuva cai Não vejo mais o teu olhar  Já não agüento mais Ficar sem te ver  Lá fora a chuva cai Não vejo mais o teu olhar Já não agüento mais Ficar sem te ver  Vou te procurar aonde for E acabar de vez com essa dor No fim do arco-íris vai estar Toda paz do nosso amor  Eu vou te procurar aonde for E acabar de vez com essa dor No fim do arco-íris vai estar Toda paz do nosso amor
PraMudarMinhaVida;ZezéDiCamargoeLuciano;Queria tanto te dizer que eu já não te amo que seu amor em minha vida foi mais um engano Até quando eu tenho que fingir? Se a minha boca morre de vontade do seu beijo...  Queria esquecer você apenas um momento mas nunca consegui tirar você do pensamento Quando eu digo que não devo te amar o meu coração me diz te quero e não tem jeito  Eu sempre fiz de tudo pra me apaixonar até um dia alguém deixar saudade no meu peito Agora eu tenho medo Agora eu tenho medo  Você chegou, me deixou sem saída Me fez te querer quando eu não mais queria Você me fez amar quando eu dizia não e acreditar que no seu coração, tinha o grande amor que eu sonhei um dia...  Você chegou quando a dor mais doía e me encontrou quando eu me perdia Acho que foi Deus que te mandou pra mim pra recomeçar e me fazer feliz, por toda a vida.  Eu sempre fiz de tudo pra me apaixonar até um dia alguém deixar saudade no meu peito Agora eu tenho medo Agora eu tenho medo  Você chegou, me deixou sem saída Me fez te querer quando eu não mais queria Você me fez amar quando eu dizia não e acreditar que no seu coração, tinha o grande amor que eu sonhei um dia...  Você chegou quando a dor mais doía e me encontrou quando eu me perdia Acho que foi Deus que te mandou pra mim pra recomeçar e me fazer feliz, por toda a vida.
MinhaRazãodeViver;Araketu;Como eu digo ao meu coração  Que você não volta mais não Como eu posso me convencer  Que o amor virou ilusão?  Se eu sobreviver mesmo assim Um dia seguinte do fim E no seu lugar uma dor  Quem vai tomar conta de mim?  E quem é que vai me abraçar Me pedindo pra não chorar Quando a saudade bater? Entende que eu não vou conseguir Por isso você pode partir Só que eu também vou com você  Mas se você me deixar o mundo pode acabar Eu não vou mais acreditar em ninguém E nunca mais vou amar, não quero me machucar Pra dar amor a um coração que não tem  Se você me deixar, não quero sol nem luar Pode levar minha razão de viver Porque de tudo que eu fiz E me entregava feliz Era o momento de amar com você Amar com você  Lembra dessa nossa paixão  Pensa quantas noites virão Todas tão vazias sem mim  Tudo vai virar solidão  Se eu sobreviver desta dor Triste de perder teu calor No dia seguinte do fim Nunca mais eu morro de amor
