Music,Artist,Text
Razõeseemoções,NXZero,"['dizer', 'posso', 'dizer', 'cantando', 'agora', 'pra', 'ouvir', 'outra', 'pessoa', 'vezes', 'acho', 'melhor', 'pra', 'vezes', 'acho', 'poderíamos', 'ser', 'melhor', 'pra', 'doi', 'quero', 'saiba', 'razões', 'emoções', 'saída', 'fazer', 'valer', 'pena', 'agora', 'importa', 'posso', 'esperar', 'sentir', 'posso', 'sentir', 'segundo', 'tudo', 'acabar', 'vou', 'ter', 'fugir', 'vezes', 'acho', 'melhor', 'pra', 'vezes', 'acho', 'poderíamos', 'ser', 'melhor', 'pra', 'doi', 'quero', 'saiba', 'razões', 'emoções', 'saída', 'fazer', 'valer', 'pena', 'agora', 'importa', 'posso', 'esperar', 'posso', 'esperar', 'posso', 'esperar', 'razões', 'emoções', 'saída', 'fazer', 'valer', 'pena', 'agora', 'importa', 'posso', 'esperar', 'razões', 'emoções', 'saída', 'fazer', 'valer', 'pena', 'agora', 'importa', 'posso', 'esperar', 'posso', 'esperar', 'posso', 'esperar', 'posso', 'esperar']"
MaisumaVez,RenatoRusso,"['claro', 'sol', 'vai', 'voltar', 'amanhã', 'vez', 'sei', 'escuridão', 'vi', 'pior', 'endoidecer', 'gente', 'sã', 'espera', 'sol', 'vem', 'gente', 'lado', 'deveria', 'estar', 'lado', 'lá', 'gente', 'machuca', 'outros', 'gente', 'sabe', 'amar', 'gente', 'enganando', 'gente', 'veja', 'vida', 'sei', 'dia', 'gente', 'aprende', 'quiser', 'alguém', 'confiar', 'confie', 'si', 'acredita', 'sempre', 'alcança', 'claro', 'sol', 'vai', 'voltar', 'amanhã', 'vez', 'sei', 'escuridão', 'vi', 'pior', 'endoidecer', 'gente', 'sã', 'espera', 'sol', 'vem', 'nunca', 'deixe', 'digam', 'vale', 'pena', 'acreditar', 'sonho', 'plano', 'nunca', 'vão', 'dar', 'certo', 'nunca', 'vai', 'ser', 'alguém', 'gente', 'machuca', 'outros', 'gente', 'sabe', 'amar', 'sei', 'dia', 'gente', 'aprende', 'quiser', 'alguém', 'confiar', 'confie', 'si', 'acredita', 'sempre', 'alcança', 'acredita', 'sempre', 'alcança', 'acredita', 'sempre', 'alcança', 'acredita', 'sempre', 'alcança', 'acredita', 'sempre', 'alcança', 'acredita', 'sempre', 'alcança', 'acredita', 'sempre', 'alcança', 'acredita', 'sempre', 'alcança']"
Smooth,Santanaft.RobThomas,"['man', 'it', 'hot', 'one', 'like', 'seven', 'inch', 'from', 'the', 'midday', 'sun', 'well', 'i', 'hear', 'you', 'whisper', 'and', 'the', 'word', 'melt', 'everyone', 'but', 'you', 'stay', 'so', 'cool', 'my', 'muñequita', 'my', 'spanish', 'harlem', 'mona', 'lisa', 'you', 'my', 'reason', 'reason', 'the', 'step', 'in', 'my', 'groove', 'and', 'if', 'you', 'said', 'this', 'life', 'ai', ""n't"", 'good', 'enough', 'i', 'would', 'give', 'my', 'world', 'to', 'lift', 'you', 'up', 'i', 'could', 'change', 'my', 'life', 'to', 'better', 'suit', 'your', 'mood', 'because', 'you', 'so', 'smooth', 'and', 'it', 'just', 'like', 'the', 'ocean', 'under', 'the', 'moon', 'oh', 'it', 'the', 'same', 'the', 'emotion', 'that', 'i', 'get', 'from', 'you', 'you', 'got', 'the', 'kind', 'of', 'lovin', 'that', 'can', 'be', 'so', 'smooth', 'yeah', 'give', 'your', 'heart', 'make', 'it', 'real', 'or', 'else', 'forget', 'about', 'it', 'but', 'i', 'tell', 'you', 'one', 'thing', 'if', 'you', 'would', 'leave', 'it', 'be', 'cry', 'shame', 'in', 'every', 'breath', 'and', 'every', 'word', 'i', 'hear', 'your', 'name', 'calling', 'out', 'out', 'from', 'the', 'barrio', 'you', 'hear', 'my', 'rhythm', 'on', 'your', 'radio', 'you', 'feel', 'the', 'turning', 'of', 'the', 'world', 'so', 'soft', 'and', 'slow', 'it', 'turning', 'you', 'round', 'and', 'round', 'and', 'if', 'you', 'said', 'this', 'life', 'ai', ""n't"", 'good', 'enough', 'i', 'would', 'give', 'my', 'world', 'to', 'lift', 'you', 'up', 'i', 'could', 'change', 'my', 'life', 'to', 'better', 'suit', 'your', 'mood', 'because', 'you', 'so', 'smooth', 'well', 'and', 'it', 'just', 'like', 'the', 'ocean', 'under', 'the', 'moon', 'well', 'it', 'the', 'same', 'the', 'emotion', 'that', 'i', 'get', 'from', 'you', 'you', 'got', 'the', 'kind', 'of', 'lovin', 'that', 'can', 'be', 'so', 'smooth', 'yeah', 'give', 'your', 'heart', 'make', 'it', 'real', 'or', 'else', 'forget', 'about', 'it', 'well', 'and', 'it', 'just', 'like', 'the', 'ocean', 'under', 'the', 'moon', 'oh', 'it', 'the', 'same', 'the', 'emotion', 'that', 'i', 'get', 'from', 'you', 'you', 'got', 'the', 'kind', 'of', 'lovin', 'that', 'can', 'be', 'so', 'smooth', 'yeah', 'give', 'your', 'heart', 'make', 'it', 'real', 'or', 'else', 'forget', 'about', 'it', 'or', 'else', 'forget', 'about', 'it', 'or', 'else', 'forget', 'about', 'it', 'oh', 'let', ""n't"", 'forget', 'about', 'it', 'give', 'your', 'heart', 'make', 'it', 'real', 'let', ""n't"", 'forget', 'about', 'it', 'hey', 'let', ""n't"", 'forget', 'about', 'it', 'oh', 'oh', 'let', ""n't"", 'forget', 'about', 'it', 'oh', 'let', ""n't"", 'forget', 'about', 'it', 'hey', 'oh', 'let', ""n't"", 'forget', 'about', 'it', 'hey', 'hey', 'hey']"
Malandragem,CássiaEller,"['sabe', 'ainda', 'garotinha', 'esperando', 'ônibus', 'escola', 'sozinha', 'cansada', 'meias', 'três-quartos', 'rezando', 'baixo', 'canto', 'ser', 'menina', 'má', 'sabe', 'príncipe', 'virou', 'chato', 'vive', 'dando', 'saco', 'sabe', 'vida', 'sonhar', 'peço', 'deus', 'pouco', 'malandragem', 'poi', 'criança', 'conheço', 'verdade', 'poeta', 'aprendi', 'amar', 'poeta', 'aprendi', 'amar', 'bobeira', 'viver', 'realidade', 'ainda', 'tarde', 'inteira', 'ando', 'ruas', 'troco', 'cheque', 'mudo', 'planta', 'lugar', 'dirijo', 'carro', 'tomo', 'pileque', 'ainda', 'tempo', 'pra', 'cantar', 'peço', 'deus', 'pouco', 'malandragem', 'poi', 'criança', 'conheço', 'verdade', 'poeta', 'aprendi', 'amar', 'poeta', 'aprendi', 'amar']"
euamo,ZezédiCamargoeLuciano,"['amo', 'sei', 'tudo', 'passa', 'cabeça', 'baby', 'coisas', 'naturais', 'quer', 'aconteça', 'vai', 'ver', 'respostas', 'vão', 'ser', 'sempre', 'iguais', 'casa', 'feita', 'sobre', 'pedras', 'dia-a-dia', 'mês-a-mês', 'passado', 'tudo', 'flores', 'tudo', 'bem', 'pergunte', 'então', 'vez', 'vou', 'ser', 'pra', 'todo', 'sempre', 'melhor', 'amigo', 'quero', 'ir', 'fim', 'vida', 'contigo', 'ainda', 'apaixonado', 'amo', 'qualquer', 'ser', 'humano', 'vou', 'quero', 'amo', 'motivos', 'nada', 'ver', 'gente', 'baby', 'tempo', 'vai', 'mostrar', 'prometo', 'quiser', 'vai', 'frente', 'ok', 'pode', 'perguntar', 'vou', 'estar', 'esperando', 'lado', 'lá', 'vou', 'ser', 'pra', 'todo', 'sempre', 'melhor', 'amigo', 'quero', 'ir', 'fim', 'vida', 'contigo', 'ainda', 'apaixonado', 'amo', 'qualquer', 'ser', 'humano', 'vou', 'quero', 'amo', 'simple', 'parece', 'cuido', 'cuida', 'mim', 'aqueço', 'aquece', 'pra', 'sempre', 'vai', 'vai', 'ser', 'assim', 'vou', 'ser', 'pra', 'todo', 'sempre', 'melhor', 'amigo', 'quero', 'ir', 'fim', 'vida', 'contigo', 'ainda', 'apaixonado', 'amo', 'qualquer', 'ser', 'humano', 'vou', 'quero', 'amo', 'pergunte', 'então', 'vez', 'vou', 'quero', 'amo', 'respostas', 'vão', 'ser', 'sempre', 'iguais', 'vou', 'quero', 'amo']"
Festa/SorteGrande,IveteSangalo,"['sorte', 'grande', 'cair', 'céu', 'paixão', 'verdadeira', 'viver', 'emoção', 'ganhar', 'coração', 'pra', 'ser', 'feliz', 'vida', 'inteira', 'lindo', 'sorriso', 'brilho', 'olhos', 'anjo', 'querubim', 'doce', 'beijos', 'calor', 'braços', 'perfume', 'jasmim', 'chegou', 'espaço', 'mandando', 'pedaço', 'amor', 'brincadeira', 'pegou', 'deu', 'laço', 'dançou', 'bem', 'compasso', 'prazer', 'levantou', 'poeira', 'poeira', 'poeira', 'poeira', 'levantou', 'poeira', 'poeira', 'poeira', 'poeira', 'levantou', 'poeira']"
ÉIssoAí,"AnaCarolina,SeuJorge","['aí', 'gente', 'achou', 'ia', 'ser', 'vida', 'tão', 'simple', 'boa', 'quase', 'sempre', 'aí', 'passos', 'vão', 'ruas', 'ninguém', 'reparou', 'lua', 'vida', 'sempre', 'continuum', 'sei', 'parar', 'olhar', 'sei', 'parar', 'olhar', 'vou', 'parar', 'olhar', 'canso', 'olhar', 'sei', 'parar', 'olhar', 'aí', 'acredite', 'milagres', 'cometa', 'maldades', 'saiba', 'dizer', 'verdade', 'aí', 'vendedor', 'flores', 'ensinar', 'filhos', 'escolher', 'amores', 'sei', 'parar', 'olhar', 'sei', 'parar', 'olhar', 'vou', 'parar', 'olhar', 'canso', 'olhar', 'vou', 'parar', 'olhar', 'aí', 'acredite', 'milagres', 'cometa', 'maldades', 'saiba', 'dizer', 'verdade', 'aí', 'vendedor', 'flores', 'ensinar', 'filhos', 'escolher', 'amores', 'sei', 'parar', 'olhar', 'sei', 'parar', 'olhar', 'vou', 'parar', 'olhar', 'canso', 'olhar', 'vou', 'parar', 'olhar']"
NatirutsReggaePower,Natiruts,"['noite', 'cair', 'som', 'trazer', 'algum', 'sonho', 'bom', 'fazer', 'tudo', 'transcender', 'tristeza', 'vai', 'sumir', 'ninguém', 'vai', 'sofrer', 'sintonize', 'vibração', 'tempo', 'pra', 'viver', 'vão', 'pense', 'desistir', 'existe', 'mundo', 'quer', 'ver', 'sorrir', 'chora', 'vida', 'feita', 'aprender', 'agora', 'hora', 'tentar', 'libertar', 'vai', 'doer', 'deixe', 'energia', 'som', 'levar', 'vibe', 'positiva', 'solta', 'ar', 'sente', 'alma', 'capaz', 'amar', 'tá', 'sempre', 'livre', 'pra', 'cantar', 'ô', 'ô', 'ô', 'ô', 'natiruts', 'reggae', 'power', 'chegou', 'ô', 'ô', 'ô', 'ô', 'transformando', 'toda', 'noite', 'amor', 'paz', 'amor', 'quero', 'vida', 'ganha', 'vou', 'correndo', 'atrás', 'luz', 'sorriso', 'noite', 'demais', 'brasil', 'jamaica', 'harmonia', 'paz', 'sintonize', 'vibração', 'tempo', 'pra', 'viver', 'vão', 'pense', 'desistir', 'existe', 'mundo', 'quer', 'ver', 'sorrir', 'chora', 'vida', 'feita', 'aprender', 'agora', 'hora', 'tentar', 'libertar', 'vai', 'doer', 'deixe', 'energia', 'som', 'levar', 'vibe', 'positiva', 'solta', 'ar', 'sente', 'alma', 'capaz', 'amar', 'tá', 'sempre', 'livre', 'pra', 'cantar', 'ô', 'ô', 'ô', 'ô', 'natiruts', 'reggae', 'power', 'chegou', 'ô', 'ô', 'ô', 'ô', 'transformando', 'toda', 'noite', 'amor']"
AnnaJúlia,LosHermanos,"['ver', 'passar', 'assim', 'mim', 'sabe', 'sofrer', 'ter', 'ver', 'assim', 'sempre', 'tão', 'linda', 'contemplar', 'sol', 'olhar', 'perder', 'ar', 'certeza', 'amor', 'achar', 'nada', 'poi', 'ter', 'carinho', 'sinto', 'sozinho', 'afogo', 'solidão', 'oh', 'anna', 'julia', 'oh', 'anna', 'julia', 'nunca', 'acreditei', 'ilusão', 'ter', 'pra', 'mim', 'atormenta', 'previsão', 'destino', 'passando', 'dia', 'esperar', 'notar', 'tudo', 'fim', 'vai', 'estar', 'cara', 'alguém', 'carinho', 'sempre', 'espinho', 'dentro', 'coração', 'oh', 'anna', 'julia', 'oh', 'anna', 'julia', 'sei', 'quer', 'amor', 'sei', 'gosta', 'mim', 'sei', 'sempre', 'sonhou', 'vou', 'reconquistar', 'amor', 'todo', 'pra', 'mim', 'oh', 'anna', 'julia', 'oh', 'anna', 'julia', 'oh', 'anna', 'julia', 'oh', 'anna', 'julia', 'julia', 'julia']"
QuerCasarComigo,BrunoeMarrone,"['quer', 'quer', 'quer', 'quer', 'casar', 'comigo', 'ser', 'bons', 'amigo', 'céu', 'mar', 'quer', 'quer', 'quer', 'quer', 'ser', 'pra', 'sempre', 'sereia', 'rainha', 'hummm', 'pra', 'mim', 'tanto', 'faz', 'quer', 'quer', 'quer', 'quer', 'casar', 'comigo', 'ser', 'bons', 'amigo', 'céu', 'mar', 'quer', 'quer', 'quer', 'quer', 'ser', 'pra', 'sempre', 'sereia', 'rainha', 'hummm', 'pra', 'mim', 'tanto', 'faz', 'chegou', 'chutando', 'balde', 'fazendo', 'fazendo', 'baderna', 'coração', 'mostrou', 'veio', 'pra', 'ficar', 'agora', 'tô', 'carente', 'tô', 'xonado', 'jeito', 'vou', 'fazer', 'vida', 'carinho', 'jeitinho', 'dengo', 'cheiro', 'chamego', 'ai', 'ai', 'menina', 'lá', 'vou', 'novo', 'aqui', 'perguntar', 'quer', 'quer', 'quer', 'quer', 'casar', 'comigo', 'ser', 'bons', 'amigo', 'céu', 'mar', 'quer', 'quer', 'quer', 'quer', 'ser', 'pra', 'sempre', 'sereia', 'rainha', 'hummm', 'pra', 'mim', 'tanto', 'faz', 'chegou', 'chutando', 'balde', 'fazendo', 'fazendo', 'baderna', 'coração', 'mostrou', 'veio', 'pra', 'ficar', 'agora', 'tô', 'carente', 'tô', 'xonado', 'jeito', 'vou', 'fazer', 'vida', 'carinho', 'jeitinho', 'dengo', 'cheiro', 'chamego', 'ai', 'ai', 'menina', 'lá', 'vou', 'novo', 'aqui', 'perguntar', 'quer', 'quer', 'quer', 'quer', 'casar', 'comigo', 'ser', 'bons', 'amigo', 'céu', 'mar', 'quer', 'quer', 'quer', 'quer', 'ser', 'pra', 'sempre', 'sereia', 'rainha', 'hummm', 'pra', 'mim', 'tanto', 'faz', 'quer', 'casar', 'comigo']"
Equalize,Pitty,"['vezes', 'distraio', 'vigio', 'instante', 'transporto', 'pra', 'perto', 'vi', 'posso', 'ficar', 'tão', 'solta', 'vem', 'logo', 'cheiro', 'passa', 'pra', 'mim', 'fluxo', 'perfeito', 'enquanto', 'conversa', 'beija', 'tempo', 'vejo', 'core', 'olho', 'tão', 'perto', 'balanço', 'devagar', 'embala', 'ritmo', 'rola', 'fácil', 'parece', 'ensaiado', 'acho', 'gosto', 'bem', 'jeito', 'vou', 'equalizar', 'frequência', 'gente', 'sabe', 'transformei', 'nessa', 'canção', 'pra', 'poder', 'gravar', 'mim', 'adoro', 'cara', 'sono', 'timbre', 'voz', 'fica', 'dizendo', 'coisas', 'tão', 'malucas', 'quase', 'mata', 'rir', 'tenta', 'convencer', 'fiquei', 'aqui', 'porque', 'doi', 'iguais', 'parece', 'manual', 'instruções', 'porque', 'decifra', 'sonhos', 'porque', 'sabe', 'gosto', 'porque', 'abraça', 'mundo', 'gira', 'devagar', 'tempo', 'ninguém', 'registra', 'cena', 'repente', 'vira', 'filme', 'todo', 'câmera', 'lenta', 'acho', 'gosto', 'bem', 'jeito', 'vou', 'equalizar', 'frequência', 'gente', 'sabe', 'transformei', 'nessa', 'canção', 'pra', 'poder', 'gravar', 'mim', 'vou', 'equalizar', 'frequência', 'gente', 'sabe', 'transformei', 'nessa', 'canção', 'pra', 'poder', 'gravar', 'mim']"
ChoraMeLiga,JoãoBoscoeVinícius,"['pra', 'apaixonar', 'pra', 'gente', 'ficar', 'avisei', 'bem', 'avisei', 'sabia', 'assim', 'paixão', 'noite', 'logo', 'fim', 'falei', 'bem', 'falei', 'vai', 'ser', 'tão', 'fácil', 'assim', 'ter', 'mãos', 'logo', 'acostumada', 'brincar', 'outro', 'coração', 'venha', 'perguntar', 'melhor', 'saída', 'sofri', 'amor', 'agora', 'vou', 'curtir', 'vida', 'chora', 'liga', 'implora', 'beijo', 'novo', 'pede', 'socorro', 'sabe', 'vou', 'salvar', 'chora', 'liga', 'implora', 'amor', 'pede', 'favor', 'sabe', 'dia', 'volto', 'procurar']"
MeNamora,Natiruts,"['lembro', 'vi', 'caminhar', 'havia', 'brilho', 'olhar', 'junto', 'sorriso', 'olhar', 'vem', 'encontro', 'dia', 'fez', 'feliz', 'perto', 'mim', 'longe', 'mim', 'fico', 'tempo', 'todo', 'imaginar', 'fazer', 'encontrar', 'fizer', 'vai', 'dizer', 'capaz', 'entender', 'vou', 'tentar', 'vou', 'fazer', 'notar', 'vim', 'aqui', 'dizer', 'namora', 'poi', 'saio', 'sei', 'chora', 'fica', 'casa', 'contando', 'horas', 'reclama', 'tempo', 'demora', 'abre', 'braços', 'vem', 'namora', 'quero', 'dar', 'vazão', 'sentimento', 'mostrar', 'lindo', 'sinto', 'dentro', 'beleza', 'canto', 'agora', 'abre', 'braços', 'vem', 'namora', 'penso', 'estar', 'vivendo', 'ilusão', 'saber', 'quer', 'dera', 'resposta', 'sim', 'acho', 'liga', 'pra', 'mim', 'assim', 'coração', 'sofre', 'vão', 'bate', 'triste', 'então', 'ainda', 'pode', 'alegrar', 'repente', 'reparar', 'aconteceu', 'sente', 'amor', 'tão', 'grande', 'quanto', 'abre', 'olhos', 'veja', 'adora', 'sonha', 'mundo', 'afora', 'volta', 'pra', 'dizer', 'namora', 'poi', 'saio', 'sei', 'chora', 'fica', 'casa', 'contando', 'horas', 'reclama', 'tempo', 'demora', 'vem', 'abre', 'braços', 'vem', 'namora', 'quero', 'dar', 'vazão', 'sentimento', 'mostrar', 'lindo', 'sinto', 'dentro', 'beleza', 'canto', 'agora', 'abre', 'braços', 'vem', 'namora']"
VersosSimples,Chimarruts,"['sabe', 'faz', 'tempo', 'queria', 'falar', 'coisas', 'trago', 'peito', 'saudade', 'sei', 'palavra', 'certa', 'usar', 'ainda', 'lembro', 'jeito', 'trago', 'ouro', 'porque', 'entra', 'céu', 'nenhuma', 'riqueza', 'deste', 'mundo', 'trago', 'flores', 'porque', 'secam', 'caem', 'chão', 'trago', 'verso', 'simple', 'fiz', 'coração', 'sabe', 'faz', 'tempo', 'queria', 'falar', 'coisas', 'trago', 'peito', 'saudade', 'sei', 'palavra', 'certa', 'usar', 'ainda', 'lembro', 'jeito', 'trago', 'ouro', 'porque', 'entra', 'céu', 'nenhuma', 'riqueza', 'deste', 'mundo', 'trago', 'flores', 'porque', 'secam', 'caem', 'chão', 'trago', 'verso', 'simple', 'fiz', 'coração']"
DoisRios,Skank,"['céu', 'chão', 'céu', 'cai', 'alto', 'claro', 'escuridão', 'céu', 'toca', 'chão', 'céu', 'vai', 'alto', 'doi', 'lados', 'deram', 'mãos', 'fiz', 'pra', 'poder', 'conhecer', 'voz', 'vida', 'vem', 'dizer', 'braços', 'sentem', 'olhos', 'veem', 'lábios', 'doi', 'rio', 'inteiros', 'direção', 'sol', 'pé', 'mão', 'sol', 'mãe', 'pai', 'dissolve', 'escuridão', 'sol', 'põe', 'vai', 'após', 'pôr', 'sol', 'renasce', 'japão', 'vi', 'pra', 'poder', 'entender', 'voz', 'vida', 'ouvi', 'dizer', 'braços', 'sentem', 'olhos', 'veem', 'lábios', 'beijam', 'doi', 'rio', 'inteiros', 'direção', 'lugar', 'lado', 'corpo', 'inteiro', 'dou', 'lugar', 'poi', 'lugar', 'amor', 'primeiro', 'dia', 'noite', 'quatro', 'estações', 'céu', 'chão', 'céu', 'cai', 'alto', 'claro', 'escuridão', 'céu', 'toca', 'chão', 'céu', 'vai', 'alto', 'doi', 'lados', 'deram', 'mãos', 'fiz', 'pra', 'poder', 'conhecer', 'voz', 'vida', 'vem', 'dizer', 'braços', 'sentem', 'olhos', 'veem', 'lábios', 'doi', 'rio', 'inteiros', 'direção', 'lugar', 'lado', 'corpo', 'inteiro', 'dou', 'lugar', 'poi', 'lugar', 'amor', 'primeiro', 'dia', 'noite', 'quatro', 'estações', 'braços', 'sentem', 'olhos', 'veem', 'lábios', 'doi', 'rio', 'inteiros', 'direção']"
Xibombombom,AsMeninas,"['intro', 'bom', 'xibom', 'xibom', 'bombom', 'bom', 'xibom', 'xibom', 'bombom', 'bom', 'xibom', 'xibom', 'bombom', 'bom', 'xibom', 'xibom', 'bombom', 'analisando', 'cadeia', 'hereditária', 'quero', 'livrar', 'dessa', 'situação', 'precária', 'onde', 'rico', 'cada', 'vez', 'fica', 'rico', 'pobre', 'cada', 'vez', 'fica', 'pobre', 'motivo', 'todo', 'mundo', 'conhece', 'cima', 'sobe', 'baixo', 'desce', 'bom', 'xibom', 'xibom', 'bombom', 'bom', 'xibom', 'xibom', 'bombom', 'bom', 'xibom', 'xibom', 'bombom', 'bom', 'xibom', 'xibom', 'bombom', 'quero', 'educar', 'filhos', 'tornar', 'cidadão', 'muita', 'dignidade', 'quero', 'viver', 'bem', 'quero', 'alimentar', 'grana', 'ganho', 'dá', 'pra', 'melar', 'motivo', 'todo', 'mundo', 'conhece', 'cima', 'sobe', 'baixo', 'desce', 'bom', 'xibom', 'xibom', 'bombom', 'bom', 'xibom', 'xibom', 'bombom', 'bom', 'xibom', 'xibom', 'bombom', 'bom', 'xibom', 'xibom', 'bombom']"
"Ai,Ai,Ai",VanessaDaMata,"['quiser', 'vou', 'dar', 'amor', 'des', 'cinema', 'vai', 'faltar', 'carinho', 'plano', 'assunto', 'longo', 'dia', 'quiser', 'largo', 'tudo', 'vou', 'pro', 'mundo', 'bem', 'nessa', 'estrada', 'belas', 'praia', 'cachoeiras', 'aonde', 'vento', 'brisa', 'onde', 'possa', 'felicidade', 'vamos', 'brindar', 'vida', 'bem', 'aonde', 'vento', 'brisa', 'céu', 'claro', 'estrelas', 'gente', 'precisa', 'tomar', 'banho', 'chuva', 'banho', 'chuva', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai']"
Anjo,KellyKey,"['noite', 'chega', 'depressão', 'orgulho', 'incomoda', 'pedra', 'porta', 'coração', 'assim', 'fascino', 'fecho', 'olhos', 'esqueço', 'razão', 'esqueço', 'desse', 'jeito', 'realidade', 'louca', 'toda', 'ilusão', 'anjo', 'juro', 'amo', 'todos', 'plano', 'venerar', 'sina', 'anjo', 'entende', 'querer']"
FlordoReggae,IveteSangalo,"['brilho', 'amor', 'chegou', 'ilha', 'inteira', 'lua', 'traz', 'amor', 'lua', 'cheia', 'grito', 'dor', 'vem', 'peito', 'amou', 'alguém', 'reggae', 'traz', 'saudades', 'beijou', 'agora', 'tá', 'tão', 'distante', 'outra', 'ilha', 'amor', 'chamou', 'flor', 'disse', 'alguém', 'pra', 'vida', 'inteira', 'flor', 'cheira', 'flor', 'rega', 'nesse', 'reggae', 'vou', 'noite', 'inteira', 'porque', 'morrer', 'amor', 'brincadeira', 'brilho', 'amor', 'chegou', 'ilha', 'inteira', 'lua', 'traz', 'amor', 'lua', 'cheia', 'grito', 'dor', 'vem', 'peito', 'amou', 'alguém', 'reggae', 'traz', 'saudades', 'beijou', 'agora', 'tá', 'tão', 'distante', 'outra', 'ilha', 'amor', 'chamou', 'flor', 'disse', 'alguém', 'pra', 'vida', 'inteira', 'refrão', 'vezes', 'flor', 'cheira', 'flor', 'rega', 'nesse', 'reggae', 'vou', 'noite', 'inteira', 'porque', 'morrer', 'amor', 'brincadeira']"
VamosFugir,Skank,"['vamos', 'fugir', 'deste', 'lugar', 'baby', 'vamos', 'fugir', 'tô', 'cansado', 'esperar', 'carregue', 'vamos', 'fugir', 'pro', 'outro', 'lugar', 'baby', 'vamos', 'fugir', 'pra', 'onde', 'quer', 'vá', 'carregue', '[', 'refrão', ']', 'poi', 'diga', 'irá', 'irá', 'irajá', 'pra', 'onde', 'veja', 'veja-me', 'marajó', 'marajó', 'qualquer', 'outro', 'lugar', 'comum', 'outro', 'lugar', 'qualquer', 'guaporé', 'guaporé', 'qualquer', 'outro', 'lugar', 'sol', 'outro', 'lugar', 'sul', 'céu', 'azul', 'céu', 'azul', 'onde', 'corpo', 'nu', 'junto', 'corpo', 'nu', 'vamos', 'fugir', 'pra', 'outro', 'lugar', 'baby', 'vamos', 'fugir', 'pra', 'onde', 'tobogã', 'onde', 'gente', 'escorregue', 'vamos', 'fugir', 'deste', 'lugar', 'baby', 'vamos', 'fugir', 'tô', 'cansado', 'esperar', 'carregue', 'poi', 'diga', 'irá', 'irajá', 'irajá', 'pra', 'onde', 'veja', 'veja-me', 'marajó', 'marajó', 'qualquer', 'outro', 'lugar', 'comum', 'outro', 'lugar', 'qualquer', 'guaporé', 'guaporé', 'qualquer', 'outro', 'lugar', 'sol', 'outro', 'lugar', 'sul', 'céu', 'azul', 'céu', 'azul', 'onde', 'corpo', 'nu', 'junto', 'corpo', 'nu', 'vamos', 'fugir', 'pra', 'outro', 'lugar', 'baby', 'vamos', 'fugir', 'pra', 'onde', 'tobogã', 'onde', 'gente', 'escorregue', 'todo', 'dia', 'manhã', 'flores', 'gente', 'regue', 'banda', 'maçã', 'outra', 'banda', 'reggae', 'tô', 'cansado', 'esperar', 'carregue', 'todo', 'dia', 'manhã', 'flores', 'gente', 'regue', 'banda', 'maçã', 'outra', 'banda', 'reggae']"
AcimadoSol,Skank,"['assim', 'vai', 'achar', 'cara', 'queira', 'quis', 'fazer', 'sim', 'sei', 'vai', 'achar', 'alguém', 'pra', 'vida', 'inteira', 'quis', 'tão', 'fácil', 'perceber', 'sorte', 'escolheu', 'cego', 'nota', 'tudo', 'ainda', 'nada', 'dia', 'madrugada', 'gastou', 'cota', 'posso', 'ajudar', 'caminho', 'outro', 'faça', 'queria', 'insistir', 'caminho', 'existe', 'passa', 'ainda', 'pouco', 'quer', 'infantil', 'louco', 'sol', 'acima', 'sol', 'sempre', 'sempre', 'nunca', 'lado', 'ainda', 'longe', 'qualquer', 'lugar', 'ôo', 'dia', 'vai', 'achar', 'cara', 'queira', 'quis', 'fazer', 'sim', 'sei', 'vai', 'achar', 'alguém', 'pra', 'vida', 'inteira', 'quis', 'sorte', 'sorriu', 'sorrir', 'volta', 'nunca', 'olha', 'volta', 'quero', 'estar', 'sendo', 'mau', 'moralista', 'banal', 'aqui', 'afligia', 'ôo', 'dia', 'vai', 'achar', 'cara', 'queira', 'quis', 'fazer', 'sim', 'sei', 'vai', 'achar', 'alguém', 'pra', 'vida', 'inteira', 'quis']"
AmorMaior,JotaQuest,"['quero', 'ficar', 'comigo', 'consigo', 'quero', 'ficar', 'junto', 'sozinho', 'possível', 'preciso', 'amar', 'direito', 'amor', 'qualquer', 'jeito', 'ser', 'amor', 'qualquer', 'hora', 'ser', 'amor', 'corpo', 'inteiro', 'amor', 'dentro', 'pra', 'amor', 'desconheço', 'quero', 'amor', 'maior', 'amor', 'maior', 'quero', 'amor', 'maior', 'amor', 'maior', 'quero', 'ficar', 'comigo', 'consigo', 'quero', 'ficar', 'junto', 'sozinho', 'assim', 'possível', 'preciso', 'amar', 'direito', 'amor', 'qualquer', 'jeito', 'ser', 'amor', 'qualquer', 'hora', 'ser', 'amor', 'corpo', 'inteiro', 'amor', 'dentro', 'pra', 'amor', 'desconheço', 'quero', 'amor', 'maior', 'amor', 'maior', 'quero', 'amor', 'maior', 'amor', 'maior', 'então', 'seguirei', 'coração', 'fim', 'pra', 'saber', 'amor', 'magoarei', 'assim', 'querer', 'pra', 'saber', 'amor', 'estarei', 'feliz', 'morrendo', 'dor', 'pra', 'saber', 'amor', 'amor', 'quero', 'amor', 'maior', 'amor', 'maior', 'quero', 'amor', 'maior', 'amor', 'maior']"
